caseid,timestamp
1,2012-02-13 20:42:08
2,2012-02-13 21:41:51
3,2012-02-13 23:39:54
4,2012-02-14 00:25:37
5,2012-02-14 00:26:52
6,2012-02-14 00:33:00
7,2012-02-14 00:38:16
8,2012-02-14 01:46:25
9,2012-02-14 01:46:53
10,2012-02-14 02:01:36
11,2012-02-14 03:11:30
12,2012-02-14 03:39:44
13,2012-02-14 05:46:24
14,2012-02-14 08:38:22
15,2012-02-14 08:59:47
16,2012-02-14 09:00:52
17,2012-02-14 09:18:55
18,2012-02-14 09:20:44
19,2012-02-14 09:28:30
20,2012-02-14 09:34:54
21,2012-02-14 09:51:37
22,2012-02-14 09:55:40
23,2012-02-14 10:00:45
24,2012-02-14 10:12:59
25,2012-02-14 10:17:45
26,2012-02-14 10:24:16
27,2012-02-14 10:36:35
28,2012-02-14 10:36:42
29,2012-02-14 10:39:07
30,2012-02-14 10:42:43
31,2012-02-14 11:16:31
32,2012-02-14 11:18:23
33,2012-02-14 11:28:56
34,2012-02-14 11:40:43
35,2012-02-14 11:42:41
36,2012-02-14 11:52:38
37,2012-02-14 12:00:50
38,2012-02-14 12:18:06
39,2012-02-14 12:18:22
40,2012-02-14 12:23:37
41,2012-02-14 12:27:31
42,2012-02-14 12:34:04
43,2012-02-14 12:38:13
44,2012-02-14 12:43:10
45,2012-02-14 12:59:04
46,2012-02-14 13:12:01
47,2012-02-14 13:30:42
48,2012-02-14 13:39:23
49,2012-02-14 13:45:19
50,2012-02-14 13:47:52
51,2012-02-14 13:51:53
52,2012-02-14 13:54:13
53,2012-02-14 14:09:24
54,2012-02-14 14:32:27
55,2012-02-14 14:46:43
56,2012-02-14 14:57:02
57,2012-02-14 15:05:32
58,2012-02-14 16:09:52
59,2012-02-14 16:11:33
60,2012-02-14 16:13:30
61,2012-02-14 16:18:12
62,2012-02-14 16:25:29
63,2012-02-14 17:00:24
64,2012-02-14 17:18:45
65,2012-02-14 17:25:01
66,2012-02-14 17:28:42
67,2012-02-14 17:32:06
68,2012-02-14 18:06:26
69,2012-02-14 18:33:43
70,2012-02-14 19:50:25
71,2012-02-14 20:16:29
72,2012-02-14 20:21:08
73,2012-02-14 20:51:24
74,2012-02-14 21:31:26
75,2012-02-14 21:31:39
76,2012-02-14 21:55:13
77,2012-02-15 03:44:56
78,2012-02-15 04:14:14
79,2012-02-15 05:23:27
80,2012-02-15 09:53:58
81,2012-02-15 10:13:43
82,2012-02-15 10:31:04
83,2012-02-15 11:14:20
84,2012-02-15 11:21:15
85,2012-02-15 11:29:59
86,2012-02-15 11:38:12
87,2012-02-15 11:43:22
88,2012-02-15 11:47:30
89,2012-02-15 12:01:49
90,2012-02-15 12:09:11
91,2012-02-15 12:13:54
92,2012-02-15 12:24:58
93,2012-02-15 13:00:52
94,2012-02-15 13:13:49
95,2012-02-15 13:16:42
96,2012-02-15 13:27:50
97,2012-02-15 13:32:05
98,2012-02-15 13:55:16
99,2012-02-15 14:21:54
100,2012-02-15 14:31:00
101,2012-02-15 14:44:55
102,2012-02-15 14:48:30
103,2012-02-15 15:10:21
104,2012-02-15 15:15:48
105,2012-02-15 15:19:02
106,2012-02-15 15:22:31
107,2012-02-15 15:28:25
108,2012-02-15 15:43:56
109,2012-02-15 15:54:43
110,2012-02-15 16:11:52
111,2012-02-15 16:27:21
112,2012-02-15 16:45:04
113,2012-02-15 16:51:21
114,2012-02-15 16:58:53
115,2012-02-15 18:03:51
116,2012-02-15 18:14:40
117,2012-02-15 18:35:53
118,2012-02-15 18:54:30
119,2012-02-15 19:26:25
120,2012-02-15 19:32:59
121,2012-02-15 19:47:23
122,2012-02-15 19:49:05
123,2012-02-15 19:59:44
124,2012-02-15 20:02:16
125,2012-02-15 20:05:07
126,2012-02-15 20:17:17
127,2012-02-15 20:41:50
128,2012-02-15 20:46:36
129,2012-02-15 20:52:13
130,2012-02-15 21:00:28
131,2012-02-15 21:11:02
132,2012-02-15 21:39:02
133,2012-02-15 22:02:33
134,2012-02-15 22:02:39
135,2012-02-16 00:01:30
136,2012-02-16 02:00:00
137,2012-02-16 02:18:44
138,2012-02-16 04:04:21
139,2012-02-16 08:15:21
140,2012-02-16 08:24:39
141,2012-02-16 08:29:15
142,2012-02-16 09:02:55
143,2012-02-16 09:05:46
144,2012-02-16 09:12:57
