caseid,timestamp
Case1,2016-05-18 22:06:58
Case2,2016-05-18 23:07:46
Case3,2016-05-19 00:13:19
Case4,2016-05-19 01:46:34
Case5,2016-05-19 01:57:07
Case6,2016-05-19 03:18:08
Case7,2016-05-19 04:20:23
Case8,2016-05-19 05:05:25
Case9,2016-05-19 08:30:00
Case10,2016-05-19 10:26:07
Case11,2016-05-19 14:10:44
Case12,2016-05-19 15:08:16
Case13,2016-05-19 16:42:22
Case14,2016-05-19 17:36:55
Case15,2016-05-19 18:29:57
Case16,2016-05-19 19:26:13
Case17,2016-05-19 21:42:46
Case18,2016-05-19 22:22:34
Case19,2016-05-19 23:09:59
Case20,2016-05-20 00:34:59
Case21,2016-05-20 03:02:15
Case22,2016-05-20 13:44:36
Case23,2016-05-20 14:27:06
Case24,2016-05-20 15:33:14
Case25,2016-05-20 16:48:56
Case26,2016-05-20 17:31:02
Case27,2016-05-20 20:16:20
Case28,2016-05-20 21:42:50
Case29,2016-05-20 23:51:41
Case30,2016-05-21 00:41:44
Case31,2016-05-21 01:33:07
Case32,2016-05-21 02:14:48
Case33,2016-05-21 03:43:19
Case34,2016-05-21 15:26:11
Case35,2016-05-21 16:31:46
Case36,2016-05-21 19:26:26
Case37,2016-05-22 00:42:27
Case38,2016-05-22 01:52:34
Case39,2016-05-22 02:41:37
Case40,2016-05-22 06:45:22
Case41,2016-05-22 12:35:43
Case42,2016-05-22 13:43:22
Case43,2016-05-22 15:26:47
Case44,2016-05-22 17:34:36
Case45,2016-05-22 18:22:31
Case46,2016-05-22 19:48:49
Case47,2016-05-22 20:24:18
Case48,2016-05-22 22:28:53
Case49,2016-05-23 02:15:54
Case50,2016-05-23 03:00:36
Case51,2016-05-23 13:12:36
Case52,2016-05-23 14:44:15
Case53,2016-05-23 15:33:07
Case54,2016-05-23 16:45:32
Case55,2016-05-23 17:01:30
Case56,2016-05-23 18:23:40
Case57,2016-05-23 19:15:08
Case58,2016-05-23 21:53:56
Case59,2016-05-23 22:03:31
Case60,2016-05-23 23:22:25
Case61,2016-05-24 00:54:33
Case62,2016-05-24 03:26:03
Case63,2016-05-24 04:54:32
Case64,2016-05-24 06:53:27
Case65,2016-05-24 11:51:10
Case66,2016-05-24 14:07:16
Case67,2016-05-24 15:17:13
Case68,2016-05-24 16:00:41
Case69,2016-05-24 18:05:24
Case70,2016-05-24 21:32:18
Case71,2016-05-24 22:06:32
Case72,2016-05-24 23:21:35
Case73,2016-05-25 00:10:48
Case74,2016-05-25 01:51:00
Case75,2016-05-25 02:42:51
Case76,2016-05-25 03:02:06
Case77,2016-05-25 06:53:04
Case78,2016-05-25 10:50:32
Case79,2016-05-25 12:33:41
Case80,2016-05-25 13:52:50
Case81,2016-05-25 16:45:11
Case82,2016-05-25 17:39:37
Case83,2016-05-25 18:54:11
Case84,2016-05-25 19:37:22
Case85,2016-05-25 21:24:57
Case86,2016-05-25 21:52:31
Case87,2016-05-25 22:28:00
Case88,2016-05-25 23:45:00
Case89,2016-05-26 00:24:00
Case90,2016-05-26 02:42:39
Case91,2016-05-26 06:29:02
Case92,2016-05-26 07:35:31
Case93,2016-05-26 08:47:57
Case94,2016-05-26 09:48:52
Case95,2016-05-26 13:20:24
Case96,2016-05-26 14:23:01
Case97,2016-05-26 15:43:55
Case98,2016-05-26 16:35:48
Case99,2016-05-26 17:39:01
Case100,2016-05-26 21:37:33
Case101,2016-05-26 23:15:42
Case102,2016-05-27 01:14:13
Case103,2016-05-27 02:58:48
Case104,2016-05-27 05:30:07
Case105,2016-05-27 06:19:00
Case106,2016-05-27 07:23:13
Case107,2016-05-27 09:36:11
Case108,2016-05-27 11:57:25
Case109,2016-05-27 14:06:50
Case110,2016-05-27 15:57:16
Case111,2016-05-27 17:06:32
Case112,2016-05-27 18:37:29
Case113,2016-05-27 21:55:22
Case114,2016-05-27 22:10:21
Case115,2016-05-27 23:30:43
Case116,2016-05-27 23:46:31
Case117,2016-05-28 00:37:08
Case118,2016-05-28 01:23:27
Case119,2016-05-28 02:52:27
Case120,2016-05-28 04:02:30
Case121,2016-05-28 12:06:40
Case122,2016-05-28 15:37:14
Case123,2016-05-28 16:31:42
Case124,2016-05-28 18:36:45
Case125,2016-05-28 20:02:57
Case126,2016-05-28 23:01:12
Case127,2016-05-29 00:47:43
Case128,2016-05-29 11:23:43
Case129,2016-05-29 12:20:19
Case130,2016-05-29 13:47:19
Case131,2016-05-29 16:00:38
Case132,2016-05-29 17:24:41
Case133,2016-05-29 18:32:09
Case134,2016-05-29 19:51:39
Case135,2016-05-29 20:01:02
Case136,2016-05-29 21:44:20
Case137,2016-05-29 23:01:16
Case138,2016-05-30 00:44:14
Case139,2016-05-30 01:33:47
Case140,2016-05-30 02:05:18
Case141,2016-05-30 08:18:51
Case142,2016-05-30 09:03:52
Case143,2016-05-30 12:02:41
Case144,2016-05-30 15:50:14
Case145,2016-05-30 17:20:19
Case146,2016-05-30 18:15:59
Case147,2016-05-30 20:12:01
Case148,2016-05-30 21:47:41
Case149,2016-05-30 22:38:40
Case150,2016-05-30 23:46:31
Case151,2016-05-31 06:24:25
Case152,2016-05-31 12:48:46
Case153,2016-05-31 14:26:43
Case154,2016-05-31 15:41:58
Case155,2016-05-31 16:23:23
Case156,2016-05-31 17:37:12
Case157,2016-05-31 19:33:33
Case158,2016-05-31 20:42:16
Case159,2016-05-31 21:53:43
Case160,2016-05-31 22:17:51
Case161,2016-05-31 23:30:17
Case162,2016-06-01 00:42:16
Case163,2016-06-01 03:27:36
Case164,2016-06-01 04:33:24
Case165,2016-06-01 10:24:11
Case166,2016-06-01 14:27:41
Case167,2016-06-01 15:44:57
Case168,2016-06-01 16:19:19
Case169,2016-06-01 17:38:55
Case170,2016-06-01 18:23:05
Case171,2016-06-01 19:14:30
Case172,2016-06-01 20:22:56
Case173,2016-06-01 21:30:41
Case174,2016-06-01 21:58:28
Case175,2016-06-01 23:32:37
Case176,2016-06-02 00:26:24
Case177,2016-06-02 01:27:58
Case178,2016-06-02 02:36:34
Case179,2016-06-02 04:08:15
Case180,2016-06-02 06:28:48
Case181,2016-06-02 07:25:34
