caseid,timestamp
Case1,2016-05-18 22:49:14
Case2,2016-05-19 01:55:40
Case3,2016-05-19 01:58:56
Case4,2016-05-19 04:06:05
Case5,2016-05-19 13:39:08
Case6,2016-05-19 15:03:39
Case7,2016-05-19 17:54:19
Case8,2016-05-19 18:27:09
Case9,2016-05-19 19:51:17
Case10,2016-05-19 20:38:11
Case11,2016-05-19 22:20:11
Case12,2016-05-19 23:26:24
Case13,2016-05-20 00:24:44
Case14,2016-05-20 01:49:34
Case15,2016-05-20 02:55:51
Case16,2016-05-20 07:44:49
Case17,2016-05-20 09:07:21
Case18,2016-05-20 10:00:26
Case19,2016-05-20 11:28:11
Case20,2016-05-20 13:19:27
Case21,2016-05-20 15:02:21
Case22,2016-05-20 16:16:36
Case23,2016-05-20 17:00:59
Case24,2016-05-20 18:33:33
Case25,2016-05-20 19:37:37
Case26,2016-05-20 21:52:22
Case27,2016-05-20 22:43:35
Case28,2016-05-20 23:55:34
Case29,2016-05-21 01:41:36
Case30,2016-05-21 02:04:00
Case31,2016-05-21 05:23:06
Case32,2016-05-21 07:32:58
Case33,2016-05-21 17:46:19
Case34,2016-05-21 20:35:37
Case35,2016-05-22 10:29:00
Case36,2016-05-22 15:29:55
Case37,2016-05-22 16:44:47
Case38,2016-05-22 21:23:01
Case39,2016-05-22 22:46:06
Case40,2016-05-22 23:10:27
Case41,2016-05-22 23:57:06
Case42,2016-05-23 03:33:15
Case43,2016-05-23 05:34:48
Case44,2016-05-23 08:50:15
Case45,2016-05-23 10:53:52
Case46,2016-05-23 13:07:17
Case47,2016-05-23 14:44:22
Case48,2016-05-23 17:34:25
Case49,2016-05-23 18:37:55
Case50,2016-05-23 20:17:49
Case51,2016-05-23 22:07:48
Case52,2016-05-23 23:25:36
Case53,2016-05-24 02:14:57
Case54,2016-05-24 04:43:13
Case55,2016-05-24 09:01:36
Case56,2016-05-24 12:22:08
Case57,2016-05-24 13:38:26
Case58,2016-05-24 14:45:28
Case59,2016-05-24 15:26:32
Case60,2016-05-24 16:20:41
Case61,2016-05-24 17:15:36
Case62,2016-05-24 19:53:20
Case63,2016-05-24 20:51:28
Case64,2016-05-24 21:52:45
Case65,2016-05-24 22:35:08
Case66,2016-05-24 23:16:29
Case67,2016-05-25 00:53:21
Case68,2016-05-25 01:31:51
Case69,2016-05-25 05:26:43
Case70,2016-05-25 11:59:02
Case71,2016-05-25 13:48:36
Case72,2016-05-25 14:39:35
Case73,2016-05-25 16:13:37
Case74,2016-05-25 17:37:20
Case75,2016-05-25 19:38:07
Case76,2016-05-25 20:36:31
Case77,2016-05-25 20:56:15
Case78,2016-05-25 22:24:23
Case79,2016-05-26 01:05:41
