caseid,timestamp
Case1,2016-05-18 22:23:32
Case2,2016-05-18 22:54:34
Case3,2016-05-18 23:48:18
Case4,2016-05-19 00:35:08
Case5,2016-05-19 00:36:39
Case6,2016-05-19 02:29:05
Case7,2016-05-19 05:11:52
Case8,2016-05-19 07:53:11
Case9,2016-05-19 13:57:42
Case10,2016-05-19 15:12:51
Case11,2016-05-19 17:28:24
Case12,2016-05-19 18:00:55
Case13,2016-05-19 19:55:05
Case14,2016-05-19 21:28:39
Case15,2016-05-19 22:16:34
Case16,2016-05-19 23:20:59
Case17,2016-05-20 00:26:34
Case18,2016-05-20 02:06:37
Case19,2016-05-20 04:18:20
Case20,2016-05-20 07:49:10
Case21,2016-05-20 14:15:38
Case22,2016-05-20 15:16:26
Case23,2016-05-20 17:08:03
Case24,2016-05-20 18:14:17
Case25,2016-05-20 20:55:33
Case26,2016-05-20 21:23:19
Case27,2016-05-20 23:07:26
Case28,2016-05-21 00:16:28
Case29,2016-05-21 01:13:45
Case30,2016-05-21 03:32:35
Case31,2016-05-21 06:56:46
Case32,2016-05-21 10:21:52
Case33,2016-05-21 16:51:34
Case34,2016-05-21 17:36:00
Case35,2016-05-21 18:25:52
Case36,2016-05-21 21:51:39
Case37,2016-05-21 23:34:39
Case38,2016-05-22 00:08:53
Case39,2016-05-22 01:40:50
Case40,2016-05-22 12:25:35
Case41,2016-05-22 14:38:30
Case42,2016-05-22 16:18:48
Case43,2016-05-22 18:54:11
Case44,2016-05-22 21:16:07
Case45,2016-05-22 22:04:16
Case46,2016-05-22 23:50:53
Case47,2016-05-23 02:20:30
Case48,2016-05-23 03:37:07
Case49,2016-05-23 12:40:19
Case50,2016-05-23 13:04:08
Case51,2016-05-23 14:22:32
Case52,2016-05-23 15:03:22
Case53,2016-05-23 16:02:25
Case54,2016-05-23 17:40:43
Case55,2016-05-23 17:59:42
Case56,2016-05-23 19:05:48
Case57,2016-05-23 20:36:16
Case58,2016-05-23 20:50:44
Case59,2016-05-23 21:32:44
Case60,2016-05-23 22:40:19
Case61,2016-05-23 23:17:05
Case62,2016-05-24 00:10:15
Case63,2016-05-24 01:06:23
Case64,2016-05-24 02:33:56
