caseid,timestamp
Case1,2016-05-18 22:24:55
Case2,2016-05-18 23:55:15
Case3,2016-05-19 00:39:01
Case4,2016-05-19 05:24:16
Case5,2016-05-19 07:55:18
Case6,2016-05-19 09:29:23
Case7,2016-05-19 11:06:21
Case8,2016-05-19 12:47:48
Case9,2016-05-19 14:20:57
Case10,2016-05-19 15:39:51
Case11,2016-05-19 16:55:21
Case12,2016-05-19 17:35:50
Case13,2016-05-19 18:02:55
Case14,2016-05-19 19:13:10
Case15,2016-05-19 20:07:16
Case16,2016-05-19 22:47:09
Case17,2016-05-19 23:10:35
Case18,2016-05-19 23:47:17
Case19,2016-05-20 02:32:41
Case20,2016-05-20 04:34:41
Case21,2016-05-20 06:19:43
Case22,2016-05-20 11:33:09
Case23,2016-05-20 12:15:06
Case24,2016-05-20 15:50:48
Case25,2016-05-20 16:18:59
Case26,2016-05-20 17:42:39
Case27,2016-05-20 18:47:54
Case28,2016-05-20 19:47:10
Case29,2016-05-20 20:25:34
Case30,2016-05-20 21:00:10
Case31,2016-05-20 22:40:54
Case32,2016-05-21 00:51:16
Case33,2016-05-21 02:18:17
Case34,2016-05-21 03:02:36
Case35,2016-05-21 14:15:38
Case36,2016-05-21 16:27:59
Case37,2016-05-21 18:17:12
Case38,2016-05-21 20:29:56
Case39,2016-05-21 21:50:48
Case40,2016-05-21 23:22:56
Case41,2016-05-22 00:35:41
Case42,2016-05-22 13:17:09
Case43,2016-05-22 16:37:35
Case44,2016-05-22 18:45:21
Case45,2016-05-22 19:59:45
Case46,2016-05-22 21:12:39
Case47,2016-05-22 22:19:49
Case48,2016-05-23 01:36:18
Case49,2016-05-23 11:17:39
Case50,2016-05-23 12:20:29
Case51,2016-05-23 14:37:52
Case52,2016-05-23 15:14:13
Case53,2016-05-23 16:02:16
Case54,2016-05-23 17:44:05
Case55,2016-05-23 18:55:27
Case56,2016-05-23 19:13:10
Case57,2016-05-23 20:09:30
Case58,2016-05-23 22:49:36
Case59,2016-05-23 23:18:46
Case60,2016-05-24 00:04:26
Case61,2016-05-24 01:17:48
Case62,2016-05-24 04:55:33
Case63,2016-05-24 06:51:31
Case64,2016-05-24 10:30:45
Case65,2016-05-24 12:54:09
Case66,2016-05-24 15:31:40
Case67,2016-05-24 16:37:45
Case68,2016-05-24 17:04:56
Case69,2016-05-24 18:31:31
Case70,2016-05-24 19:36:32
Case71,2016-05-24 20:50:09
Case72,2016-05-24 21:22:18
Case73,2016-05-24 21:29:13
Case74,2016-05-24 22:10:49
Case75,2016-05-24 23:28:14
Case76,2016-05-25 00:53:03
Case77,2016-05-25 01:05:40
Case78,2016-05-25 02:23:14
Case79,2016-05-25 03:17:58
Case80,2016-05-25 04:24:46
Case81,2016-05-25 08:28:40
Case82,2016-05-25 09:49:49
Case83,2016-05-25 11:17:58
Case84,2016-05-25 12:29:06
Case85,2016-05-25 14:42:13
Case86,2016-05-25 15:24:45
Case87,2016-05-25 16:27:18
Case88,2016-05-25 18:12:26
Case89,2016-05-25 19:23:41
Case90,2016-05-25 20:37:38
Case91,2016-05-25 22:09:51
Case92,2016-05-25 22:58:37
Case93,2016-05-26 00:48:08
Case94,2016-05-26 01:01:52
Case95,2016-05-26 03:57:01
Case96,2016-05-26 05:32:23
Case97,2016-05-26 07:51:02
Case98,2016-05-26 09:42:09
Case99,2016-05-26 12:33:43
Case100,2016-05-26 14:54:47
Case101,2016-05-26 15:24:05
Case102,2016-05-26 16:45:46
Case103,2016-05-26 17:54:26
Case104,2016-05-26 18:23:35
Case105,2016-05-26 20:50:35
Case106,2016-05-26 21:25:44
Case107,2016-05-26 23:18:50
Case108,2016-05-27 00:07:32
Case109,2016-05-27 01:52:53
Case110,2016-05-27 02:01:05
Case111,2016-05-27 10:37:16
Case112,2016-05-27 13:20:02
Case113,2016-05-27 14:11:58
Case114,2016-05-27 17:26:40
Case115,2016-05-27 19:07:32
Case116,2016-05-27 21:39:16
Case117,2016-05-27 22:03:27
Case118,2016-05-27 22:58:03
Case119,2016-05-28 01:19:04
Case120,2016-05-28 02:39:15
Case121,2016-05-28 03:05:02
Case122,2016-05-28 04:33:39
Case123,2016-05-28 04:58:34
Case124,2016-05-28 10:13:02
Case125,2016-05-28 11:45:33
Case126,2016-05-28 16:54:42
Case127,2016-05-28 17:18:00
Case128,2016-05-28 18:55:24
Case129,2016-05-28 19:13:36
Case130,2016-05-28 23:32:10
Case131,2016-05-29 00:41:53
Case132,2016-05-29 14:00:44
Case133,2016-05-29 15:42:09
Case134,2016-05-29 16:01:00
Case135,2016-05-29 17:02:33
Case136,2016-05-29 19:47:13
Case137,2016-05-29 21:40:35
Case138,2016-05-29 22:36:15
Case139,2016-05-29 23:51:31
Case140,2016-05-30 01:25:46
Case141,2016-05-30 02:04:32
Case142,2016-05-30 03:32:41
Case143,2016-05-30 04:18:42
Case144,2016-05-30 05:02:15
Case145,2016-05-30 09:26:00
Case146,2016-05-30 11:04:04
Case147,2016-05-30 13:19:49
