caseid,timestamp
Case1,2020-08-17 14:40:56
Case2,2020-08-17 15:53:52
Case3,2020-08-17 16:45:08
Case4,2020-08-17 17:48:25
Case5,2020-08-17 18:09:32
Case6,2020-08-17 19:56:18
Case7,2020-08-17 22:56:47
Case8,2020-08-18 00:51:13
Case9,2020-08-18 06:18:50
Case10,2020-08-18 11:58:44
Case11,2020-08-18 12:13:37
Case12,2020-08-18 13:57:35
Case13,2020-08-18 14:43:57
Case14,2020-08-18 15:27:28
Case15,2020-08-18 16:50:24
Case16,2020-08-18 17:09:28
Case17,2020-08-18 18:02:08
Case18,2020-08-18 19:42:29
Case19,2020-08-18 20:55:34
Case20,2020-08-18 21:10:19
Case21,2020-08-19 01:47:51
Case22,2020-08-19 02:57:24
Case23,2020-08-19 06:39:54
Case24,2020-08-19 07:24:36
Case25,2020-08-19 08:30:39
Case26,2020-08-19 10:00:14
Case27,2020-08-19 10:46:27
Case28,2020-08-19 11:16:00
Case29,2020-08-19 12:47:18
Case30,2020-08-19 13:36:41
Case31,2020-08-19 14:46:14
Case32,2020-08-19 15:17:04
Case33,2020-08-19 16:59:59
Case34,2020-08-19 17:47:37
Case35,2020-08-19 17:53:16
Case36,2020-08-19 18:41:06
Case37,2020-08-19 21:17:17
Case38,2020-08-20 02:30:44
Case39,2020-08-20 03:30:05
Case40,2020-08-20 05:41:31
Case41,2020-08-20 06:42:18
Case42,2020-08-20 09:59:55
Case43,2020-08-20 10:22:12
Case44,2020-08-20 11:55:31
Case45,2020-08-20 12:15:57
Case46,2020-08-20 13:20:38
Case47,2020-08-20 16:58:07
Case48,2020-08-20 17:17:24
Case49,2020-08-20 18:37:49
Case50,2020-08-20 19:48:00
Case51,2020-08-20 20:29:03
Case52,2020-08-20 21:13:00
Case53,2020-08-20 22:06:13
Case54,2020-08-20 23:04:35
Case55,2020-08-21 00:01:08
Case56,2020-08-21 01:28:03
Case57,2020-08-21 03:38:08
Case58,2020-08-21 05:07:20
Case59,2020-08-21 06:54:23
Case60,2020-08-21 07:48:50
Case61,2020-08-21 11:39:21
Case62,2020-08-21 12:20:52
Case63,2020-08-21 13:51:28
Case64,2020-08-21 14:25:43
Case65,2020-08-21 15:26:31
Case66,2020-08-21 16:01:47
Case67,2020-08-21 17:18:55
Case68,2020-08-21 18:00:31
Case69,2020-08-21 19:53:21
Case70,2020-08-22 00:02:31
Case71,2020-08-22 03:29:00
Case72,2020-08-22 07:30:29
Case73,2020-08-22 08:25:55
Case74,2020-08-22 09:09:35
Case75,2020-08-22 13:45:43
Case76,2020-08-22 14:25:17
Case77,2020-08-22 16:40:55
Case78,2020-08-22 17:54:33
Case79,2020-08-22 18:48:57
Case80,2020-08-22 19:42:28
Case81,2020-08-22 20:32:28
Case82,2020-08-23 12:35:06
Case83,2020-08-23 13:59:28
Case84,2020-08-23 14:58:22
Case85,2020-08-23 15:57:31
Case86,2020-08-23 16:52:13
Case87,2020-08-23 17:01:19
Case88,2020-08-23 18:40:45
Case89,2020-08-23 20:17:27
Case90,2020-08-24 00:39:27
Case91,2020-08-24 05:20:57
Case92,2020-08-24 06:40:43
Case93,2020-08-24 10:35:39
Case94,2020-08-24 11:28:46
Case95,2020-08-24 12:27:17
Case96,2020-08-24 13:32:41
Case97,2020-08-24 14:18:48
Case98,2020-08-24 15:10:33
Case99,2020-08-24 16:31:28
Case100,2020-08-24 17:38:58
Case101,2020-08-24 18:08:14
Case102,2020-08-24 19:45:55
Case103,2020-08-24 20:15:31
Case104,2020-08-24 23:32:53
Case105,2020-08-25 03:04:09
Case106,2020-08-25 06:54:43
Case107,2020-08-25 07:09:57
Case108,2020-08-25 10:02:20
Case109,2020-08-25 11:37:56
Case110,2020-08-25 12:59:29
Case111,2020-08-25 13:48:12
Case112,2020-08-25 14:13:55
Case113,2020-08-25 15:49:12
Case114,2020-08-25 16:51:37
Case115,2020-08-25 17:53:44
Case116,2020-08-25 18:41:02
Case117,2020-08-25 19:05:17
Case118,2020-08-25 20:27:45
Case119,2020-08-25 21:22:35
Case120,2020-08-26 02:34:15
Case121,2020-08-26 04:02:51
Case122,2020-08-26 07:03:01
Case123,2020-08-26 08:46:09
Case124,2020-08-26 10:50:52
Case125,2020-08-26 11:28:53
Case126,2020-08-26 12:05:56
Case127,2020-08-26 13:49:59
Case128,2020-08-26 14:09:28
Case129,2020-08-26 15:33:31
Case130,2020-08-26 16:38:52
Case131,2020-08-26 17:56:18
Case132,2020-08-26 18:30:16
Case133,2020-08-26 21:23:49
Case134,2020-08-27 11:28:39
Case135,2020-08-27 12:32:32
Case136,2020-08-27 13:12:05
Case137,2020-08-27 13:15:33
Case138,2020-08-27 14:45:53
Case139,2020-08-27 15:01:58
Case140,2020-08-27 17:00:42
Case141,2020-08-27 18:44:54
Case142,2020-08-27 19:10:44
Case143,2020-08-27 20:43:26
Case144,2020-08-27 21:11:58
Case145,2020-08-28 06:23:26
Case146,2020-08-28 07:38:50
Case147,2020-08-28 11:06:22
Case148,2020-08-28 13:07:38
Case149,2020-08-28 14:55:51
Case150,2020-08-28 15:13:58
Case151,2020-08-28 16:58:34
Case152,2020-08-28 17:51:47
Case153,2020-08-28 18:15:30
Case154,2020-08-28 19:22:38
Case155,2020-08-28 20:54:31
Case156,2020-08-28 21:14:06
Case157,2020-08-29 06:52:48
Case158,2020-08-29 11:02:44
Case159,2020-08-29 13:29:23
