caseid,timestamp
Case1,2020-08-17 14:07:28
Case2,2020-08-17 15:05:10
Case3,2020-08-17 17:25:45
Case4,2020-08-17 18:06:29
Case5,2020-08-17 19:18:06
Case6,2020-08-17 20:42:15
Case7,2020-08-18 01:54:53
Case8,2020-08-18 02:43:03
Case9,2020-08-18 04:44:13
Case10,2020-08-18 09:10:02
Case11,2020-08-18 10:35:38
Case12,2020-08-18 11:06:58
Case13,2020-08-18 12:22:39
Case14,2020-08-18 13:16:39
Case15,2020-08-18 14:48:44
Case16,2020-08-18 15:46:16
Case17,2020-08-18 16:20:07
Case18,2020-08-18 17:18:15
Case19,2020-08-18 18:08:56
Case20,2020-08-18 20:07:58
Case21,2020-08-18 23:41:39
Case22,2020-08-19 01:02:10
Case23,2020-08-19 05:45:57
Case24,2020-08-19 11:42:19
Case25,2020-08-19 12:07:27
Case26,2020-08-19 13:04:24
Case27,2020-08-19 14:10:44
Case28,2020-08-19 17:43:25
Case29,2020-08-19 19:39:33
Case30,2020-08-19 20:12:29
Case31,2020-08-19 22:38:11
Case32,2020-08-20 06:21:09
Case33,2020-08-20 07:19:34
Case34,2020-08-20 11:49:35
Case35,2020-08-20 12:43:52
Case36,2020-08-20 13:20:41
Case37,2020-08-20 14:15:06
Case38,2020-08-20 15:08:51
Case39,2020-08-20 16:58:40
Case40,2020-08-20 17:16:35
Case41,2020-08-20 18:14:25
Case42,2020-08-20 19:41:19
Case43,2020-08-20 20:20:07
Case44,2020-08-21 03:36:34
Case45,2020-08-21 04:51:14
Case46,2020-08-21 05:10:03
Case47,2020-08-21 07:35:26
Case48,2020-08-21 08:40:48
Case49,2020-08-21 09:08:08
Case50,2020-08-21 10:26:32
Case51,2020-08-21 11:54:19
Case52,2020-08-21 12:26:08
Case53,2020-08-21 13:51:05
Case54,2020-08-21 14:03:26
Case55,2020-08-21 15:16:35
Case56,2020-08-21 16:49:44
Case57,2020-08-21 17:02:47
Case58,2020-08-21 18:05:41
Case59,2020-08-21 19:12:26
Case60,2020-08-21 21:41:29
Case61,2020-08-21 22:43:49
Case62,2020-08-21 23:12:49
Case63,2020-08-22 00:57:40
Case64,2020-08-22 12:19:55
Case65,2020-08-22 13:22:11
Case66,2020-08-22 14:24:10
Case67,2020-08-22 15:36:39
Case68,2020-08-22 17:23:35
Case69,2020-08-22 18:21:37
Case70,2020-08-22 19:45:47
Case71,2020-08-23 11:31:51
Case72,2020-08-23 12:04:41
Case73,2020-08-23 13:02:49
Case74,2020-08-23 14:05:13
Case75,2020-08-23 15:34:06
Case76,2020-08-23 16:23:45
Case77,2020-08-23 17:21:05
Case78,2020-08-23 18:13:21
Case79,2020-08-23 19:34:57
Case80,2020-08-24 09:17:58
Case81,2020-08-24 11:03:28
Case82,2020-08-24 12:27:37
Case83,2020-08-24 13:05:06
Case84,2020-08-24 14:57:52
Case85,2020-08-24 15:21:00
Case86,2020-08-24 16:03:50
Case87,2020-08-24 17:30:29
Case88,2020-08-24 18:13:47
Case89,2020-08-24 19:25:39
Case90,2020-08-24 20:01:58
Case91,2020-08-25 01:21:35
Case92,2020-08-25 02:46:15
Case93,2020-08-25 03:27:26
Case94,2020-08-25 06:37:54
Case95,2020-08-25 11:56:47
Case96,2020-08-25 12:32:07
Case97,2020-08-25 13:27:30
Case98,2020-08-25 14:11:32
Case99,2020-08-25 17:14:56
Case100,2020-08-25 18:43:45
Case101,2020-08-25 20:54:37
Case102,2020-08-25 22:45:40
Case103,2020-08-25 23:53:30
Case104,2020-08-26 02:33:54
Case105,2020-08-26 03:12:15
Case106,2020-08-26 06:52:16
Case107,2020-08-26 07:40:25
Case108,2020-08-26 08:45:41
Case109,2020-08-26 09:21:20
Case110,2020-08-26 10:28:39
Case111,2020-08-26 11:04:24
Case112,2020-08-26 12:15:56
Case113,2020-08-26 13:48:29
Case114,2020-08-26 15:52:23
Case115,2020-08-26 16:27:29
Case116,2020-08-26 17:03:39
Case117,2020-08-26 18:48:49
Case118,2020-08-26 19:41:34
Case119,2020-08-26 21:50:17
Case120,2020-08-26 22:45:31
Case121,2020-08-26 23:31:16
Case122,2020-08-27 00:52:16
Case123,2020-08-27 01:18:21
Case124,2020-08-27 08:45:51
Case125,2020-08-27 09:49:07
Case126,2020-08-27 10:07:06
Case127,2020-08-27 11:06:50
Case128,2020-08-27 12:10:36
Case129,2020-08-27 13:43:49
Case130,2020-08-27 14:50:25
Case131,2020-08-27 15:49:46
Case132,2020-08-27 16:10:22
Case133,2020-08-27 18:23:04
Case134,2020-08-27 19:10:11
Case135,2020-08-27 20:37:54
Case136,2020-08-27 21:04:02
Case137,2020-08-27 22:17:24
Case138,2020-08-28 04:32:35
Case139,2020-08-28 05:54:31
Case140,2020-08-28 09:24:56
Case141,2020-08-28 11:35:23
Case142,2020-08-28 12:41:04
Case143,2020-08-28 13:24:15
Case144,2020-08-28 14:05:38
Case145,2020-08-28 15:31:25
Case146,2020-08-28 16:12:52
Case147,2020-08-28 17:54:42
Case148,2020-08-28 18:01:46
Case149,2020-08-28 19:48:40
Case150,2020-08-28 20:02:23
Case151,2020-08-28 23:52:39
Case152,2020-08-29 10:17:01
Case153,2020-08-29 11:14:57
Case154,2020-08-29 13:19:30
Case155,2020-08-29 14:01:09
Case156,2020-08-29 15:04:38
Case157,2020-08-29 16:18:04
Case158,2020-08-29 17:26:14
Case159,2020-08-29 18:30:33
