caseid,timestamp
Case1,2020-08-17 14:29:27
Case2,2020-08-17 17:06:53
Case3,2020-08-17 18:39:09
Case4,2020-08-17 19:31:04
Case5,2020-08-17 21:58:08
Case6,2020-08-17 22:38:27
Case7,2020-08-17 23:09:46
Case8,2020-08-18 00:03:12
Case9,2020-08-18 01:18:53
Case10,2020-08-18 03:52:53
Case11,2020-08-18 05:05:56
Case12,2020-08-18 11:58:16
Case13,2020-08-18 12:21:26
Case14,2020-08-18 13:26:29
Case15,2020-08-18 14:08:24
Case16,2020-08-18 15:13:36
Case17,2020-08-18 17:38:44
Case18,2020-08-18 18:53:51
Case19,2020-08-18 19:16:29
Case20,2020-08-18 20:34:07
Case21,2020-08-19 01:56:17
Case22,2020-08-19 04:04:35
Case23,2020-08-19 07:10:07
Case24,2020-08-19 12:00:23
Case25,2020-08-19 13:51:09
Case26,2020-08-19 14:41:30
Case27,2020-08-19 15:13:16
Case28,2020-08-19 16:12:53
Case29,2020-08-19 17:28:54
Case30,2020-08-19 18:05:26
Case31,2020-08-19 19:22:52
Case32,2020-08-20 10:52:14
Case33,2020-08-20 11:14:19
Case34,2020-08-20 12:25:19
Case35,2020-08-20 13:58:54
Case36,2020-08-20 14:23:14
Case37,2020-08-20 15:22:53
Case38,2020-08-20 16:03:53
Case39,2020-08-20 17:34:17
Case40,2020-08-20 18:56:19
Case41,2020-08-20 19:05:46
Case42,2020-08-20 20:22:54
Case43,2020-08-20 21:54:27
Case44,2020-08-21 00:36:35
Case45,2020-08-21 04:34:27
Case46,2020-08-21 10:53:09
Case47,2020-08-21 11:40:52
Case48,2020-08-21 12:23:51
Case49,2020-08-21 13:56:55
Case50,2020-08-21 14:22:04
Case51,2020-08-21 15:32:19
Case52,2020-08-21 16:21:18
Case53,2020-08-21 17:44:25
Case54,2020-08-21 18:53:44
Case55,2020-08-21 20:42:08
Case56,2020-08-21 21:24:23
Case57,2020-08-22 13:39:12
Case58,2020-08-22 17:24:12
Case59,2020-08-22 18:29:26
Case60,2020-08-22 19:11:56
Case61,2020-08-22 23:39:11
Case62,2020-08-23 16:10:03
Case63,2020-08-23 18:38:17
Case64,2020-08-24 00:46:59
Case65,2020-08-24 05:59:21
Case66,2020-08-24 06:39:00
Case67,2020-08-24 07:57:40
Case68,2020-08-24 10:12:04
Case69,2020-08-24 11:55:02
Case70,2020-08-24 12:16:12
Case71,2020-08-24 13:36:02
Case72,2020-08-24 14:37:29
Case73,2020-08-24 15:51:23
Case74,2020-08-24 16:36:59
Case75,2020-08-24 17:15:46
Case76,2020-08-24 18:42:50
Case77,2020-08-24 19:44:02
Case78,2020-08-24 20:47:13
Case79,2020-08-24 21:32:40
Case80,2020-08-25 00:16:37
Case81,2020-08-25 09:38:03
Case82,2020-08-25 10:10:53
Case83,2020-08-25 11:35:20
Case84,2020-08-25 12:16:13
Case85,2020-08-25 13:15:06
Case86,2020-08-25 14:15:30
Case87,2020-08-25 15:23:37
Case88,2020-08-25 16:54:35
Case89,2020-08-25 17:55:51
Case90,2020-08-25 18:53:36
Case91,2020-08-25 19:12:34
Case92,2020-08-25 20:32:50
Case93,2020-08-25 21:04:50
Case94,2020-08-25 22:50:33
Case95,2020-08-25 23:03:56
Case96,2020-08-26 00:10:29
Case97,2020-08-26 06:38:41
Case98,2020-08-26 09:29:27
Case99,2020-08-26 11:22:23
Case100,2020-08-26 12:05:11
Case101,2020-08-26 13:15:17
Case102,2020-08-26 14:34:51
Case103,2020-08-26 15:38:58
Case104,2020-08-26 16:45:19
Case105,2020-08-26 17:47:56
Case106,2020-08-26 18:45:16
Case107,2020-08-26 19:16:36
Case108,2020-08-26 20:26:50
Case109,2020-08-26 21:44:12
Case110,2020-08-27 01:01:52
Case111,2020-08-27 05:35:31
Case112,2020-08-27 07:01:21
Case113,2020-08-27 11:16:26
Case114,2020-08-27 12:17:10
Case115,2020-08-27 13:15:34
Case116,2020-08-27 14:49:55
Case117,2020-08-27 15:24:43
Case118,2020-08-27 16:49:26
Case119,2020-08-27 17:17:47
Case120,2020-08-27 18:44:04
Case121,2020-08-27 19:22:42
Case122,2020-08-27 22:55:44
Case123,2020-08-28 03:54:21
Case124,2020-08-28 06:23:14
Case125,2020-08-28 08:20:39
Case126,2020-08-28 09:37:24
Case127,2020-08-28 10:31:54
Case128,2020-08-28 11:28:33
Case129,2020-08-28 12:23:47
Case130,2020-08-28 13:17:32
Case131,2020-08-28 14:58:35
Case132,2020-08-28 15:42:26
Case133,2020-08-28 16:51:55
Case134,2020-08-28 17:55:01
Case135,2020-08-28 18:01:21
Case136,2020-08-28 20:33:57
Case137,2020-08-28 21:32:47
Case138,2020-08-28 22:56:16
Case139,2020-08-29 00:37:45
Case140,2020-08-29 03:03:13
Case141,2020-08-29 05:36:37
Case142,2020-08-29 08:34:08
Case143,2020-08-29 11:42:18
Case144,2020-08-29 12:12:54
Case145,2020-08-29 13:16:30
Case146,2020-08-29 15:09:14
Case147,2020-08-29 16:21:53
Case148,2020-08-29 17:09:35
Case149,2020-08-29 18:56:00
Case150,2020-08-29 19:23:34
Case151,2020-08-30 12:33:34
Case152,2020-08-30 13:28:20
Case153,2020-08-30 15:22:38
Case154,2020-08-30 17:00:39
Case155,2020-08-30 18:30:32
Case156,2020-08-30 19:33:14
Case157,2020-08-30 21:25:23
Case158,2020-08-31 06:47:27
Case159,2020-08-31 07:10:29
