caseid,timestamp
Case1,2020-08-17 15:00:17
Case2,2020-08-17 15:15:47
Case3,2020-08-17 17:28:59
Case4,2020-08-17 18:21:14
Case5,2020-08-17 19:38:05
Case6,2020-08-18 02:25:06
Case7,2020-08-18 07:05:32
Case8,2020-08-18 09:14:55
Case9,2020-08-18 10:57:31
Case10,2020-08-18 11:39:18
Case11,2020-08-18 12:36:55
Case12,2020-08-18 13:56:40
Case13,2020-08-18 15:32:51
Case14,2020-08-18 16:10:03
Case15,2020-08-18 17:11:04
Case16,2020-08-18 18:51:22
Case17,2020-08-18 20:08:25
Case18,2020-08-18 22:14:07
Case19,2020-08-18 23:37:33
Case20,2020-08-19 02:55:59
Case21,2020-08-19 03:40:19
Case22,2020-08-19 07:16:24
Case23,2020-08-19 11:54:32
Case24,2020-08-19 12:22:32
Case25,2020-08-19 13:41:25
Case26,2020-08-19 14:47:50
Case27,2020-08-19 15:49:18
Case28,2020-08-19 16:36:00
Case29,2020-08-19 17:32:21
Case30,2020-08-19 19:00:25
Case31,2020-08-19 19:03:58
Case32,2020-08-19 20:47:19
Case33,2020-08-19 21:15:40
Case34,2020-08-20 00:24:50
Case35,2020-08-20 06:59:33
Case36,2020-08-20 09:12:46
Case37,2020-08-20 10:23:27
Case38,2020-08-20 11:29:24
Case39,2020-08-20 12:27:06
Case40,2020-08-20 13:10:03
Case41,2020-08-20 14:25:04
Case42,2020-08-20 15:36:21
Case43,2020-08-20 16:15:38
Case44,2020-08-20 17:08:08
Case45,2020-08-20 18:38:43
Case46,2020-08-20 19:49:05
Case47,2020-08-21 00:44:39
Case48,2020-08-21 01:25:27
Case49,2020-08-21 02:44:35
Case50,2020-08-21 03:46:17
Case51,2020-08-21 04:28:15
Case52,2020-08-21 07:16:16
Case53,2020-08-21 12:36:20
Case54,2020-08-21 13:29:44
Case55,2020-08-21 14:04:59
Case56,2020-08-21 16:21:28
Case57,2020-08-21 17:44:15
Case58,2020-08-21 18:05:32
Case59,2020-08-21 19:04:36
Case60,2020-08-21 20:36:08
Case61,2020-08-21 22:53:37
Case62,2020-08-22 11:13:56
Case63,2020-08-22 12:47:31
Case64,2020-08-22 13:36:59
Case65,2020-08-22 14:32:26
Case66,2020-08-22 16:26:13
Case67,2020-08-22 18:06:53
Case68,2020-08-22 19:00:46
Case69,2020-08-22 20:23:03
Case70,2020-08-23 08:12:25
Case71,2020-08-23 10:40:48
Case72,2020-08-23 12:10:10
Case73,2020-08-23 13:47:50
Case74,2020-08-23 16:42:39
Case75,2020-08-23 18:04:10
Case76,2020-08-23 19:37:40
Case77,2020-08-23 21:09:53
Case78,2020-08-23 23:06:28
Case79,2020-08-24 05:47:07
Case80,2020-08-24 08:01:39
Case81,2020-08-24 11:02:13
Case82,2020-08-24 12:16:21
Case83,2020-08-24 13:32:12
Case84,2020-08-24 14:43:43
Case85,2020-08-24 15:56:51
Case86,2020-08-24 16:31:48
Case87,2020-08-24 17:14:26
Case88,2020-08-24 18:05:47
Case89,2020-08-24 19:14:17
Case90,2020-08-24 20:23:04
Case91,2020-08-24 21:33:39
Case92,2020-08-25 08:15:30
Case93,2020-08-25 11:24:31
Case94,2020-08-25 12:16:57
Case95,2020-08-25 13:49:46
Case96,2020-08-25 14:21:53
Case97,2020-08-25 16:58:12
Case98,2020-08-25 17:11:55
Case99,2020-08-25 19:22:47
Case100,2020-08-25 20:45:34
Case101,2020-08-25 23:11:39
Case102,2020-08-26 01:32:44
Case103,2020-08-26 03:32:47
Case104,2020-08-26 04:07:22
Case105,2020-08-26 11:11:58
Case106,2020-08-26 12:05:39
Case107,2020-08-26 13:07:42
Case108,2020-08-26 14:31:34
Case109,2020-08-26 15:42:15
Case110,2020-08-26 17:44:09
Case111,2020-08-26 18:29:24
Case112,2020-08-26 19:30:05
Case113,2020-08-26 21:57:45
Case114,2020-08-26 22:43:28
Case115,2020-08-27 01:18:24
Case116,2020-08-27 06:31:09
Case117,2020-08-27 11:46:16
Case118,2020-08-27 12:21:34
Case119,2020-08-27 13:45:10
Case120,2020-08-27 14:38:33
Case121,2020-08-27 15:04:48
Case122,2020-08-27 18:50:49
Case123,2020-08-27 19:54:39
Case124,2020-08-27 20:24:03
Case125,2020-08-27 21:59:28
Case126,2020-08-27 22:25:42
Case127,2020-08-27 23:29:46
Case128,2020-08-28 05:45:33
Case129,2020-08-28 06:03:11
Case130,2020-08-28 10:24:38
Case131,2020-08-28 11:44:52
Case132,2020-08-28 12:18:19
Case133,2020-08-28 13:19:33
Case134,2020-08-28 14:04:07
Case135,2020-08-28 15:28:39
Case136,2020-08-28 16:35:30
Case137,2020-08-28 18:35:00
Case138,2020-08-28 19:58:17
Case139,2020-08-28 20:50:59
Case140,2020-08-28 21:48:33
Case141,2020-08-28 23:09:42
Case142,2020-08-29 02:32:59
Case143,2020-08-29 10:52:33
Case144,2020-08-29 15:32:05
Case145,2020-08-29 16:58:50
Case146,2020-08-29 17:43:41
Case147,2020-08-29 18:21:21
Case148,2020-08-29 19:54:19
Case149,2020-08-30 07:37:38
Case150,2020-08-30 12:37:06
Case151,2020-08-30 18:33:02
Case152,2020-08-30 19:15:45
Case153,2020-08-31 05:30:41
Case154,2020-08-31 11:59:45
Case155,2020-08-31 12:23:28
Case156,2020-08-31 13:05:22
Case157,2020-08-31 14:35:42
Case158,2020-08-31 16:09:40
Case159,2020-08-31 17:27:09
