id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
0,W_Completeren aanvraag,2012-02-13 20:42:08,2012-02-13 20:42:08,2012-02-13 20:44:56,11002.0,11002.0,1,1,1,1,[0.03],1.0,168,['W_Completeren aanvraag'],{},{}
0,W_Completeren aanvraag,2012-02-13 20:44:56,2012-02-13 20:44:56,2012-02-13 20:47:28,10228.0,10228.0,1,1,1,1,[0.03],1.0,152,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:47:28,2012-02-13 20:47:28,2012-02-13 20:49:51,11203.0,11203.0,1,1,1,1,[0.03],1.0,143,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:49:51,2012-02-13 20:49:51,2012-02-13 20:51:53,11259.0,11259.0,1,1,1,1,[0.2],1.0,122,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:51:53,2012-02-13 20:51:53,2012-02-13 20:54:04,11169.0,11169.0,1,1,1,1,[0.03],1.0,131,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:54:04,2012-02-13 20:54:04,2012-02-13 20:55:56,11259.0,11259.0,1,1,1,1,[0.2],1.0,112,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:55:56,2012-02-13 20:55:56,2012-02-13 20:57:49,11259.0,11259.0,1,1,1,1,[0.2],1.0,113,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:57:49,2012-02-13 20:57:49,2012-02-13 20:59:54,11001.0,11001.0,1,1,1,1,[0.03],1.0,125,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 20:59:54,2012-02-13 20:59:54,2012-02-13 21:01:59,10861.0,10861.0,1,1,1,1,[0.03],1.0,125,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Completeren aanvraag,2012-02-13 21:01:59,2012-02-13 21:01:59,2012-02-13 21:03:52,10899.0,10899.0,1,1,1,1,[0.2],1.0,113,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
0,W_Nabellen offertes,2012-02-13 21:03:52,2012-02-13 21:03:52,2012-02-13 21:05:50,10932.0,10932.0,1,1,1,1,[0.03],1.0,118,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
0,W_Valideren aanvraag,2012-02-13 21:05:50,2012-02-13 21:05:50,2012-02-13 21:08:30,10861.0,10861.0,1,1,1,1,[0.03],1.0,160,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
0,W_Nabellen incomplete dossiers,2012-02-13 21:08:30,2012-02-13 21:08:30,2012-02-13 21:10:22,10914.0,10914.0,1,1,1,1,[0.03],1.0,112,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
0,W_Valideren aanvraag,2012-02-13 21:10:22,2012-02-13 21:10:22,2012-02-13 21:13:28,11289.0,11289.0,1,1,1,1,[0.08],1.0,186,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
1,W_Completeren aanvraag,2012-02-13 21:41:51,2012-02-13 21:41:51,2012-02-13 21:44:39,11309.0,11309.0,1,1,1,1,[0.08],1.0,168,['W_Completeren aanvraag'],{},{}
1,W_Completeren aanvraag,2012-02-13 21:44:39,2012-02-13 21:44:39,2012-02-13 21:47:10,NOT_SET,NOT_SET,1,1,1,1,[0.03],1.0,151,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
1,W_Completeren aanvraag,2012-02-13 21:47:10,2012-02-13 21:47:10,2012-02-13 21:49:31,11189.0,11189.0,1,1,1,1,[0.03],1.0,141,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
1,W_Nabellen offertes,2012-02-13 21:49:31,2012-02-13 21:49:31,2012-02-13 21:51:36,10913.0,10913.0,1,1,1,1,[0.03],1.0,125,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
1,W_Valideren aanvraag,2012-02-13 21:51:36,2012-02-13 21:51:36,2012-02-13 21:53:48,11189.0,11189.0,1,1,1,1,[0.03],1.0,132,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
2,W_Afhandelen leads,2012-02-13 23:39:54,2012-02-13 23:39:54,2012-02-13 23:42:44,10228.0,10228.0,1,1,1,1,[0.03],1.0,170,['W_Afhandelen leads'],{},{}
3,W_Afhandelen leads,2012-02-14 00:25:37,2012-02-14 00:25:37,2012-02-14 00:28:28,11179.0,11179.0,1,1,2,1,[0.03],1.0,171,['W_Afhandelen leads'],{},{}
4,W_Afhandelen leads,2012-02-14 00:26:52,2012-02-14 00:26:52,2012-02-14 00:29:42,11180.0,11180.0,2,2,1,2,[0.05],1.0,170,['W_Afhandelen leads'],{},{}
5,W_Completeren aanvraag,2012-02-14 00:33:00,2012-02-14 00:33:00,2012-02-14 00:35:49,11189.0,11189.0,1,1,1,1,[0.03],1.0,169,['W_Completeren aanvraag'],{},{}
5,W_Completeren aanvraag,2012-02-14 00:35:49,2012-02-14 00:35:49,2012-02-14 00:38:26,11001.0,11001.0,1,1,2,1,[0.03],1.0,157,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
5,W_Nabellen offertes,2012-02-14 00:38:26,2012-02-14 00:38:26,2012-02-14 00:40:50,10889.0,10889.0,2,2,2,1,[0.05],1.0,144,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
6,W_Afhandelen leads,2012-02-14 00:38:16,2012-02-14 00:38:16,2012-02-14 00:41:07,11122.0,11122.0,2,2,2,1,[0.05],1.0,171,['W_Afhandelen leads'],{},{}
5,W_Valideren aanvraag,2012-02-14 00:40:50,2012-02-14 00:40:50,2012-02-14 00:45:14,10779.0,10779.0,2,2,1,1,[1.0],1.0,264,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
7,W_Afhandelen leads,2012-02-14 01:46:25,2012-02-14 01:46:25,2012-02-14 01:49:16,10629.0,10629.0,1,1,2,1,[0.08],1.0,171,['W_Afhandelen leads'],{},{}
8,W_Beoordelen fraude,2012-02-14 01:46:53,2012-02-14 01:46:53,2012-02-14 01:49:42,11339.0,11339.0,2,2,1,1,[0.17],1.0,169,['W_Beoordelen fraude'],{},{}
8,W_Afhandelen leads,2012-02-14 01:49:42,2012-02-14 01:49:42,2012-02-14 01:52:18,11019.0,11019.0,1,1,1,1,[0.03],1.0,156,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
9,W_Completeren aanvraag,2012-02-14 02:01:36,2012-02-14 02:01:36,2012-02-14 02:07:35,10779.0,10779.0,1,1,1,1,[1.0],1.0,359,['W_Completeren aanvraag'],{},{}
9,W_Completeren aanvraag,2012-02-14 02:07:35,2012-02-14 02:07:35,2012-02-14 02:10:24,10913.0,10913.0,1,1,1,1,[0.03],1.0,169,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
9,W_Nabellen offertes,2012-02-14 02:10:24,2012-02-14 02:10:24,2012-02-14 02:12:43,10939.0,10939.0,1,1,1,1,[0.03],1.0,139,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
9,W_Valideren aanvraag,2012-02-14 02:12:43,2012-02-14 02:12:43,2012-02-14 02:16:47,10125.0,10125.0,1,1,1,1,[0.08],1.0,244,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
