caseid,timestamp
Case1,2020-08-17 14:10:09
Case2,2020-08-17 15:09:33
Case3,2020-08-17 16:55:29
Case4,2020-08-17 17:18:18
Case5,2020-08-17 18:15:28
Case6,2020-08-17 19:36:33
Case7,2020-08-17 20:55:35
Case8,2020-08-18 05:05:07
Case9,2020-08-18 11:21:57
Case10,2020-08-18 12:03:37
Case11,2020-08-18 13:50:08
Case12,2020-08-18 14:29:01
Case13,2020-08-18 15:41:14
Case14,2020-08-18 16:43:39
Case15,2020-08-18 17:01:58
Case16,2020-08-18 18:40:22
Case17,2020-08-18 19:16:53
Case18,2020-08-18 20:30:14
Case19,2020-08-19 00:57:00
Case20,2020-08-19 02:29:22
Case21,2020-08-19 04:22:06
Case22,2020-08-19 09:59:17
Case23,2020-08-19 10:46:57
Case24,2020-08-19 11:58:04
Case25,2020-08-19 13:44:27
Case26,2020-08-19 16:40:39
Case27,2020-08-19 17:34:14
Case28,2020-08-19 18:19:11
Case29,2020-08-19 19:22:21
Case30,2020-08-19 20:49:40
Case31,2020-08-19 23:59:44
Case32,2020-08-20 06:37:34
Case33,2020-08-20 07:55:37
Case34,2020-08-20 09:07:58
Case35,2020-08-20 10:53:52
Case36,2020-08-20 11:00:31
Case37,2020-08-20 12:49:29
Case38,2020-08-20 13:20:32
Case39,2020-08-20 14:08:26
Case40,2020-08-20 15:25:51
Case41,2020-08-20 16:05:11
Case42,2020-08-20 17:44:39
Case43,2020-08-20 18:10:12
Case44,2020-08-20 21:06:53
Case45,2020-08-20 23:26:47
Case46,2020-08-21 00:51:16
Case47,2020-08-21 04:49:15
Case48,2020-08-21 10:11:12
Case49,2020-08-21 11:44:21
Case50,2020-08-21 12:41:18
Case51,2020-08-21 13:17:00
Case52,2020-08-21 14:29:28
Case53,2020-08-21 15:56:52
Case54,2020-08-21 16:16:14
Case55,2020-08-21 17:01:24
Case56,2020-08-21 19:21:40
Case57,2020-08-21 20:02:30
Case58,2020-08-21 21:52:20
Case59,2020-08-21 22:43:33
Case60,2020-08-22 11:37:18
Case61,2020-08-22 12:44:23
Case62,2020-08-23 00:00:37
Case63,2020-08-23 12:43:16
Case64,2020-08-23 13:01:03
Case65,2020-08-23 14:48:56
Case66,2020-08-23 16:25:08
Case67,2020-08-23 18:53:04
Case68,2020-08-23 19:37:06
Case69,2020-08-23 20:45:02
Case70,2020-08-24 00:47:32
Case71,2020-08-24 02:27:44
Case72,2020-08-24 07:22:38
Case73,2020-08-24 10:38:19
Case74,2020-08-24 11:27:24
Case75,2020-08-24 12:09:36
Case76,2020-08-24 14:55:37
Case77,2020-08-24 17:02:36
Case78,2020-08-24 18:57:40
Case79,2020-08-24 20:00:21
Case80,2020-08-24 20:53:46
Case81,2020-08-24 21:30:27
Case82,2020-08-24 22:52:20
Case83,2020-08-25 00:21:20
Case84,2020-08-25 01:02:29
Case85,2020-08-25 02:27:59
Case86,2020-08-25 03:56:13
Case87,2020-08-25 05:46:20
Case88,2020-08-25 07:32:04
Case89,2020-08-25 09:41:14
Case90,2020-08-25 11:03:05
Case91,2020-08-25 12:05:43
Case92,2020-08-25 13:24:19
Case93,2020-08-25 14:39:21
Case94,2020-08-25 15:25:53
Case95,2020-08-25 16:07:29
Case96,2020-08-25 18:12:21
Case97,2020-08-25 20:50:27
Case98,2020-08-25 23:36:45
Case99,2020-08-26 07:16:17
Case100,2020-08-26 10:49:06
Case101,2020-08-26 11:08:59
Case102,2020-08-26 12:19:43
Case103,2020-08-26 13:00:33
Case104,2020-08-26 14:58:01
Case105,2020-08-26 15:53:56
Case106,2020-08-26 16:39:45
Case107,2020-08-26 17:51:26
Case108,2020-08-26 18:13:11
Case109,2020-08-26 19:42:42
Case110,2020-08-26 23:31:48
Case111,2020-08-27 12:57:23
Case112,2020-08-27 13:50:13
Case113,2020-08-27 14:04:06
Case114,2020-08-27 15:22:00
Case115,2020-08-27 16:14:11
Case116,2020-08-27 17:05:59
Case117,2020-08-27 18:44:41
Case118,2020-08-27 20:47:00
Case119,2020-08-27 23:19:42
Case120,2020-08-28 02:27:40
Case121,2020-08-28 06:28:31
Case122,2020-08-28 10:03:10
Case123,2020-08-28 11:35:03
Case124,2020-08-28 12:09:43
Case125,2020-08-28 13:30:48
Case126,2020-08-28 15:32:36
Case127,2020-08-28 16:00:26
Case128,2020-08-28 17:28:23
Case129,2020-08-28 19:28:50
Case130,2020-08-28 20:44:00
Case131,2020-08-29 05:11:57
Case132,2020-08-29 07:54:11
Case133,2020-08-29 09:42:35
Case134,2020-08-29 11:04:37
Case135,2020-08-29 12:27:13
Case136,2020-08-29 13:37:47
Case137,2020-08-29 14:17:28
Case138,2020-08-29 15:35:20
Case139,2020-08-29 16:34:49
Case140,2020-08-29 17:33:30
Case141,2020-08-29 19:29:01
Case142,2020-08-30 12:37:29
Case143,2020-08-30 13:56:18
Case144,2020-08-30 15:18:02
Case145,2020-08-30 17:00:07
Case146,2020-08-30 17:14:11
Case147,2020-08-31 00:26:46
Case148,2020-08-31 03:30:51
Case149,2020-08-31 06:21:59
Case150,2020-08-31 11:23:26
Case151,2020-08-31 12:52:14
Case152,2020-08-31 13:56:54
Case153,2020-08-31 15:28:02
Case154,2020-08-31 16:02:53
Case155,2020-08-31 17:30:54
Case156,2020-08-31 18:30:40
Case157,2020-08-31 19:09:55
Case158,2020-08-31 20:09:05
Case159,2020-08-31 21:14:48
