caseid,timestamp
Case1,2020-08-17 15:49:46
Case2,2020-08-17 16:55:15
Case3,2020-08-17 17:37:09
Case4,2020-08-17 18:19:11
Case5,2020-08-17 19:23:07
Case6,2020-08-17 20:18:04
Case7,2020-08-17 22:15:31
Case8,2020-08-18 00:49:02
Case9,2020-08-18 05:29:34
Case10,2020-08-18 09:02:29
Case11,2020-08-18 12:28:11
Case12,2020-08-18 13:25:27
Case13,2020-08-18 14:34:31
Case14,2020-08-18 15:21:58
Case15,2020-08-18 16:48:34
Case16,2020-08-18 17:22:51
Case17,2020-08-18 19:00:16
Case18,2020-08-18 19:57:48
Case19,2020-08-18 21:49:14
Case20,2020-08-19 10:52:48
Case21,2020-08-19 12:45:42
Case22,2020-08-19 13:52:24
Case23,2020-08-19 14:43:18
Case24,2020-08-19 15:01:08
Case25,2020-08-19 16:07:38
Case26,2020-08-19 18:00:12
Case27,2020-08-19 18:31:06
Case28,2020-08-19 19:11:22
Case29,2020-08-19 20:17:25
Case30,2020-08-19 21:13:42
Case31,2020-08-20 04:31:43
Case32,2020-08-20 05:17:26
Case33,2020-08-20 09:52:21
Case34,2020-08-20 10:19:33
Case35,2020-08-20 11:31:30
Case36,2020-08-20 12:23:17
Case37,2020-08-20 13:17:43
Case38,2020-08-20 14:40:53
Case39,2020-08-20 15:51:35
Case40,2020-08-20 16:17:14
Case41,2020-08-20 17:41:19
Case42,2020-08-20 18:35:52
Case43,2020-08-20 19:52:44
Case44,2020-08-20 20:06:23
Case45,2020-08-20 21:25:00
Case46,2020-08-20 22:27:41
Case47,2020-08-21 01:00:08
Case48,2020-08-21 02:00:05
Case49,2020-08-21 06:45:47
Case50,2020-08-21 08:26:57
Case51,2020-08-21 09:07:16
Case52,2020-08-21 11:50:30
Case53,2020-08-21 12:34:49
Case54,2020-08-21 13:17:00
Case55,2020-08-21 14:16:42
Case56,2020-08-21 15:32:52
Case57,2020-08-21 16:48:37
Case58,2020-08-21 17:59:19
Case59,2020-08-21 18:57:33
Case60,2020-08-21 19:36:50
Case61,2020-08-21 20:04:49
Case62,2020-08-21 21:21:35
Case63,2020-08-21 23:57:50
Case64,2020-08-22 05:09:21
Case65,2020-08-22 11:13:22
Case66,2020-08-22 12:17:40
Case67,2020-08-22 13:53:47
Case68,2020-08-22 14:58:52
Case69,2020-08-22 15:27:35
Case70,2020-08-22 18:58:40
Case71,2020-08-22 19:01:20
Case72,2020-08-22 23:58:46
Case73,2020-08-23 05:55:16
Case74,2020-08-23 08:09:55
Case75,2020-08-23 11:20:30
Case76,2020-08-23 13:42:39
Case77,2020-08-23 15:41:36
Case78,2020-08-23 18:54:45
Case79,2020-08-23 22:07:32
Case80,2020-08-24 01:45:34
Case81,2020-08-24 04:10:14
Case82,2020-08-24 05:18:54
Case83,2020-08-24 07:23:08
Case84,2020-08-24 11:48:20
Case85,2020-08-24 12:22:04
Case86,2020-08-24 13:28:42
Case87,2020-08-24 14:58:37
Case88,2020-08-24 15:56:38
Case89,2020-08-24 16:17:23
Case90,2020-08-24 17:43:43
Case91,2020-08-24 18:39:00
Case92,2020-08-24 19:35:23
Case93,2020-08-24 20:14:05
Case94,2020-08-24 21:20:45
Case95,2020-08-25 02:56:10
Case96,2020-08-25 06:54:01
Case97,2020-08-25 07:52:38
Case98,2020-08-25 09:05:47
Case99,2020-08-25 11:54:29
Case100,2020-08-25 12:43:41
Case101,2020-08-25 13:21:17
Case102,2020-08-25 14:55:40
Case103,2020-08-25 15:04:46
Case104,2020-08-25 17:00:11
Case105,2020-08-25 17:10:46
Case106,2020-08-25 18:07:06
Case107,2020-08-25 19:24:58
Case108,2020-08-25 20:57:23
Case109,2020-08-25 21:27:18
Case110,2020-08-26 03:59:23
Case111,2020-08-26 04:04:59
Case112,2020-08-26 06:02:39
Case113,2020-08-26 10:50:46
Case114,2020-08-26 11:39:07
Case115,2020-08-26 12:17:38
Case116,2020-08-26 13:34:51
Case117,2020-08-26 14:22:58
Case118,2020-08-26 15:50:32
Case119,2020-08-26 16:36:50
Case120,2020-08-26 17:11:45
Case121,2020-08-26 18:36:12
Case122,2020-08-26 20:26:46
Case123,2020-08-26 23:54:53
Case124,2020-08-27 03:16:31
Case125,2020-08-27 06:58:27
Case126,2020-08-27 11:22:03
Case127,2020-08-27 12:13:18
Case128,2020-08-27 13:42:21
Case129,2020-08-27 16:02:51
Case130,2020-08-27 17:16:21
Case131,2020-08-27 18:43:10
Case132,2020-08-27 19:06:16
Case133,2020-08-27 20:25:31
Case134,2020-08-28 05:07:24
Case135,2020-08-28 06:37:26
Case136,2020-08-28 08:30:55
Case137,2020-08-28 11:51:32
Case138,2020-08-28 12:01:35
Case139,2020-08-28 13:10:50
Case140,2020-08-28 15:38:14
Case141,2020-08-28 16:13:34
Case142,2020-08-28 17:59:03
Case143,2020-08-28 18:42:51
Case144,2020-08-28 19:07:23
Case145,2020-08-28 20:34:29
Case146,2020-08-29 06:10:48
Case147,2020-08-29 13:18:25
Case148,2020-08-29 14:39:19
Case149,2020-08-29 15:24:04
Case150,2020-08-29 16:41:34
Case151,2020-08-30 11:01:14
Case152,2020-08-30 12:25:29
Case153,2020-08-30 13:14:01
Case154,2020-08-30 15:22:29
Case155,2020-08-30 16:17:41
Case156,2020-08-30 17:48:58
Case157,2020-08-30 18:54:28
Case158,2020-08-31 04:16:19
Case159,2020-08-31 07:03:12
