caseid,timestamp
Case1,2020-08-17 14:30:28
Case2,2020-08-17 16:14:01
Case3,2020-08-17 17:20:52
Case4,2020-08-17 19:10:58
Case5,2020-08-17 20:32:16
Case6,2020-08-17 23:03:36
Case7,2020-08-18 06:43:07
Case8,2020-08-18 08:50:20
Case9,2020-08-18 10:32:28
Case10,2020-08-18 12:23:35
Case11,2020-08-18 13:41:55
Case12,2020-08-18 14:27:15
Case13,2020-08-18 15:48:33
Case14,2020-08-18 16:14:38
Case15,2020-08-18 17:34:33
Case16,2020-08-18 18:56:47
Case17,2020-08-18 19:32:52
Case18,2020-08-18 20:14:45
Case19,2020-08-18 21:10:49
Case20,2020-08-19 01:24:42
Case21,2020-08-19 04:02:04
Case22,2020-08-19 05:46:01
Case23,2020-08-19 06:03:34
Case24,2020-08-19 08:32:16
Case25,2020-08-19 11:27:44
Case26,2020-08-19 13:22:35
Case27,2020-08-19 14:33:03
Case28,2020-08-19 15:19:07
Case29,2020-08-19 17:28:28
Case30,2020-08-19 18:41:33
Case31,2020-08-19 19:01:17
Case32,2020-08-19 21:55:42
Case33,2020-08-20 00:39:18
Case34,2020-08-20 09:24:22
Case35,2020-08-20 10:07:42
Case36,2020-08-20 11:26:39
Case37,2020-08-20 12:54:24
Case38,2020-08-20 13:19:47
Case39,2020-08-20 14:38:36
Case40,2020-08-20 15:46:07
Case41,2020-08-20 16:10:26
Case42,2020-08-20 17:52:04
Case43,2020-08-20 18:53:31
Case44,2020-08-20 19:58:41
Case45,2020-08-20 20:39:33
Case46,2020-08-20 21:21:03
Case47,2020-08-20 22:56:47
Case48,2020-08-21 04:23:22
Case49,2020-08-21 05:13:10
Case50,2020-08-21 09:57:28
Case51,2020-08-21 10:41:35
Case52,2020-08-21 11:29:15
Case53,2020-08-21 13:02:10
Case54,2020-08-21 14:27:07
Case55,2020-08-21 15:36:35
Case56,2020-08-21 16:23:12
Case57,2020-08-21 17:07:02
Case58,2020-08-21 18:09:12
Case59,2020-08-21 19:04:47
Case60,2020-08-21 20:40:36
Case61,2020-08-21 23:30:08
Case62,2020-08-22 11:13:48
Case63,2020-08-22 12:12:41
Case64,2020-08-22 18:39:56
Case65,2020-08-22 19:59:05
Case66,2020-08-23 12:24:52
Case67,2020-08-23 13:19:31
Case68,2020-08-23 14:32:56
Case69,2020-08-23 15:18:08
Case70,2020-08-23 17:45:59
Case71,2020-08-23 18:10:13
Case72,2020-08-23 19:45:42
Case73,2020-08-23 20:09:25
Case74,2020-08-24 07:59:02
Case75,2020-08-24 09:57:22
Case76,2020-08-24 10:41:18
Case77,2020-08-24 11:41:41
Case78,2020-08-24 12:22:53
Case79,2020-08-24 13:27:22
Case80,2020-08-24 14:26:11
Case81,2020-08-24 15:00:50
Case82,2020-08-24 16:11:00
Case83,2020-08-24 17:50:53
Case84,2020-08-24 18:51:45
Case85,2020-08-24 19:37:33
Case86,2020-08-24 20:44:43
Case87,2020-08-24 21:21:59
Case88,2020-08-24 23:00:06
Case89,2020-08-24 23:14:48
Case90,2020-08-25 01:36:27
Case91,2020-08-25 04:17:00
Case92,2020-08-25 06:13:14
Case93,2020-08-25 07:08:10
Case94,2020-08-25 12:02:43
Case95,2020-08-25 13:05:01
Case96,2020-08-25 14:31:33
Case97,2020-08-25 16:05:16
Case98,2020-08-25 17:16:50
Case99,2020-08-25 18:18:17
Case100,2020-08-25 22:23:33
Case101,2020-08-26 02:34:24
Case102,2020-08-26 05:36:39
Case103,2020-08-26 09:00:44
Case104,2020-08-26 10:45:28
Case105,2020-08-26 11:28:53
Case106,2020-08-26 12:55:39
Case107,2020-08-26 13:48:44
Case108,2020-08-26 14:17:47
Case109,2020-08-26 16:04:38
Case110,2020-08-26 17:35:20
Case111,2020-08-26 18:24:41
Case112,2020-08-26 20:49:32
Case113,2020-08-26 22:39:08
Case114,2020-08-27 04:41:17
Case115,2020-08-27 07:19:01
Case116,2020-08-27 08:39:47
Case117,2020-08-27 11:15:19
Case118,2020-08-27 12:34:47
Case119,2020-08-27 13:09:58
Case120,2020-08-27 14:03:02
Case121,2020-08-27 15:43:24
Case122,2020-08-27 16:20:48
Case123,2020-08-27 17:33:39
Case124,2020-08-27 18:39:49
Case125,2020-08-27 19:45:26
Case126,2020-08-27 21:05:07
Case127,2020-08-27 22:21:04
Case128,2020-08-28 00:57:15
Case129,2020-08-28 02:53:41
Case130,2020-08-28 04:20:12
Case131,2020-08-28 07:26:04
Case132,2020-08-28 09:02:56
Case133,2020-08-28 11:44:23
Case134,2020-08-28 12:39:14
Case135,2020-08-28 13:06:47
Case136,2020-08-28 14:42:57
Case137,2020-08-28 15:32:41
Case138,2020-08-28 16:48:09
Case139,2020-08-28 18:55:51
Case140,2020-08-28 19:40:28
Case141,2020-08-28 22:02:30
Case142,2020-08-28 23:08:34
Case143,2020-08-29 01:24:26
Case144,2020-08-29 06:56:29
Case145,2020-08-29 12:22:33
Case146,2020-08-29 13:13:09
Case147,2020-08-29 15:06:55
Case148,2020-08-29 17:29:52
Case149,2020-08-29 18:01:00
Case150,2020-08-29 19:56:32
Case151,2020-08-30 11:26:45
Case152,2020-08-30 12:02:40
Case153,2020-08-30 13:30:11
Case154,2020-08-30 15:22:12
Case155,2020-08-30 16:56:25
Case156,2020-08-30 18:11:05
Case157,2020-08-30 19:17:42
Case158,2020-08-30 20:43:35
Case159,2020-08-30 23:22:59
