caseid,timestamp
Case1,2020-08-17 14:34:13
Case2,2020-08-17 15:19:49
Case3,2020-08-17 16:11:17
Case4,2020-08-17 17:29:58
Case5,2020-08-17 18:27:40
Case6,2020-08-17 20:20:41
Case7,2020-08-17 23:57:17
Case8,2020-08-18 02:30:34
Case9,2020-08-18 05:28:13
Case10,2020-08-18 06:37:23
Case11,2020-08-18 08:40:27
Case12,2020-08-18 10:47:29
Case13,2020-08-18 11:53:37
Case14,2020-08-18 13:01:09
Case15,2020-08-18 14:03:43
Case16,2020-08-18 15:56:34
Case17,2020-08-18 16:59:45
Case18,2020-08-18 17:48:14
Case19,2020-08-18 18:04:08
Case20,2020-08-18 19:10:09
Case21,2020-08-18 20:18:51
Case22,2020-08-18 21:09:33
Case23,2020-08-18 22:27:46
Case24,2020-08-18 23:10:41
Case25,2020-08-19 00:02:31
Case26,2020-08-19 05:10:46
Case27,2020-08-19 06:40:59
Case28,2020-08-19 10:15:55
Case29,2020-08-19 11:14:20
Case30,2020-08-19 12:54:53
Case31,2020-08-19 13:56:01
Case32,2020-08-19 14:06:21
Case33,2020-08-19 15:56:57
Case34,2020-08-19 17:54:36
Case35,2020-08-19 18:48:30
Case36,2020-08-19 20:43:03
Case37,2020-08-19 23:18:03
Case38,2020-08-20 02:13:10
Case39,2020-08-20 06:44:50
Case40,2020-08-20 09:48:04
Case41,2020-08-20 10:46:44
Case42,2020-08-20 11:36:26
Case43,2020-08-20 12:49:11
Case44,2020-08-20 13:20:20
Case45,2020-08-20 14:01:19
Case46,2020-08-20 15:21:52
Case47,2020-08-20 16:38:55
Case48,2020-08-20 18:44:03
Case49,2020-08-20 19:16:56
Case50,2020-08-20 22:49:22
Case51,2020-08-21 00:37:40
Case52,2020-08-21 10:00:55
Case53,2020-08-21 11:19:28
Case54,2020-08-21 12:37:27
Case55,2020-08-21 13:00:01
Case56,2020-08-21 13:54:02
Case57,2020-08-21 14:45:18
Case58,2020-08-21 16:25:46
Case59,2020-08-21 17:42:14
Case60,2020-08-21 19:27:25
Case61,2020-08-21 22:10:37
Case62,2020-08-22 11:22:53
Case63,2020-08-22 12:28:33
Case64,2020-08-22 13:13:55
Case65,2020-08-22 15:24:54
Case66,2020-08-22 17:25:13
Case67,2020-08-22 18:45:13
Case68,2020-08-22 19:45:44
Case69,2020-08-23 06:03:35
Case70,2020-08-23 12:59:26
Case71,2020-08-23 14:15:21
Case72,2020-08-23 16:22:21
Case73,2020-08-23 17:47:52
Case74,2020-08-23 19:08:36
Case75,2020-08-23 20:24:37
Case76,2020-08-24 02:40:20
Case77,2020-08-24 08:39:28
Case78,2020-08-24 09:49:05
Case79,2020-08-24 13:36:51
Case80,2020-08-24 14:28:57
Case81,2020-08-24 15:19:45
Case82,2020-08-24 16:27:13
Case83,2020-08-24 17:15:28
Case84,2020-08-24 18:34:43
Case85,2020-08-24 19:42:58
Case86,2020-08-24 20:03:52
Case87,2020-08-25 01:36:23
Case88,2020-08-25 02:41:54
Case89,2020-08-25 04:35:07
Case90,2020-08-25 08:26:52
Case91,2020-08-25 10:54:49
Case92,2020-08-25 11:21:30
Case93,2020-08-25 12:28:14
Case94,2020-08-25 13:38:29
Case95,2020-08-25 15:38:04
Case96,2020-08-25 16:48:58
Case97,2020-08-25 17:55:49
Case98,2020-08-25 18:14:23
Case99,2020-08-25 19:10:36
Case100,2020-08-25 20:33:31
Case101,2020-08-26 03:45:54
Case102,2020-08-26 04:59:27
Case103,2020-08-26 11:54:54
Case104,2020-08-26 13:28:16
Case105,2020-08-26 14:01:04
Case106,2020-08-26 15:20:08
Case107,2020-08-26 16:32:10
Case108,2020-08-26 17:35:43
Case109,2020-08-26 18:26:01
Case110,2020-08-26 20:13:26
Case111,2020-08-26 21:38:46
Case112,2020-08-26 23:02:03
Case113,2020-08-27 02:44:07
Case114,2020-08-27 11:05:41
Case115,2020-08-27 12:45:43
Case116,2020-08-27 13:36:47
Case117,2020-08-27 14:49:12
Case118,2020-08-27 15:30:32
Case119,2020-08-27 17:57:06
Case120,2020-08-27 18:31:54
Case121,2020-08-27 19:38:26
Case122,2020-08-27 22:07:59
Case123,2020-08-28 00:07:50
Case124,2020-08-28 05:06:21
Case125,2020-08-28 06:19:45
Case126,2020-08-28 10:45:42
Case127,2020-08-28 11:53:59
Case128,2020-08-28 12:04:46
Case129,2020-08-28 13:47:22
Case130,2020-08-28 14:44:08
Case131,2020-08-28 15:21:24
Case132,2020-08-28 16:51:14
Case133,2020-08-28 17:46:48
Case134,2020-08-28 19:09:24
Case135,2020-08-29 08:01:21
Case136,2020-08-29 11:24:36
Case137,2020-08-29 12:12:08
Case138,2020-08-29 15:59:59
Case139,2020-08-29 16:36:05
Case140,2020-08-29 17:16:06
Case141,2020-08-29 18:53:24
Case142,2020-08-29 19:59:10
Case143,2020-08-30 10:38:59
Case144,2020-08-30 17:58:09
Case145,2020-08-30 23:26:41
Case146,2020-08-31 03:39:00
Case147,2020-08-31 04:08:00
Case148,2020-08-31 07:31:31
Case149,2020-08-31 10:26:54
Case150,2020-08-31 11:07:26
Case151,2020-08-31 13:08:15
Case152,2020-08-31 14:40:45
Case153,2020-08-31 15:15:32
Case154,2020-08-31 16:52:57
Case155,2020-08-31 17:58:37
Case156,2020-08-31 18:57:04
Case157,2020-08-31 19:30:53
Case158,2020-09-01 01:05:36
Case159,2020-09-01 04:29:28
