caseid,timestamp
Case1,2012-02-13 20:38:16
Case2,2012-02-13 20:50:58
Case3,2012-02-13 20:58:22
Case4,2012-02-13 21:29:25
Case5,2012-02-13 21:32:03
Case6,2012-02-13 21:41:09
Case7,2012-02-13 21:53:53
Case8,2012-02-13 22:20:35
Case9,2012-02-13 23:21:34
Case10,2012-02-14 00:28:36
Case11,2012-02-14 00:45:04
Case12,2012-02-14 00:51:48
Case13,2012-02-14 01:00:38
Case14,2012-02-14 01:20:42
Case15,2012-02-14 01:52:29
Case16,2012-02-14 02:02:28
Case17,2012-02-14 02:33:30
Case18,2012-02-14 02:49:31
Case19,2012-02-14 03:58:47
Case20,2012-02-14 04:08:40
Case21,2012-02-14 04:10:40
Case22,2012-02-14 04:28:24
Case23,2012-02-14 04:44:41
Case24,2012-02-14 04:51:36
Case25,2012-02-14 05:12:22
Case26,2012-02-14 05:23:19
Case27,2012-02-14 06:09:49
Case28,2012-02-14 06:23:57
Case29,2012-02-14 06:26:03
Case30,2012-02-14 07:14:57
Case31,2012-02-14 07:47:31
Case32,2012-02-14 08:00:50
Case33,2012-02-14 09:35:54
Case34,2012-02-14 09:53:10
Case35,2012-02-14 10:07:27
Case36,2012-02-14 10:19:48
Case37,2012-02-14 10:29:34
Case38,2012-02-14 10:40:07
Case39,2012-02-14 10:51:36
Case40,2012-02-14 10:57:35
Case41,2012-02-14 11:07:37
Case42,2012-02-14 11:15:49
Case43,2012-02-14 11:19:53
Case44,2012-02-14 11:21:25
Case45,2012-02-14 11:25:48
Case46,2012-02-14 11:33:33
Case47,2012-02-14 11:37:47
Case48,2012-02-14 11:43:51
Case49,2012-02-14 11:46:18
Case50,2012-02-14 12:02:28
Case51,2012-02-14 12:34:35
Case52,2012-02-14 12:44:27
Case53,2012-02-14 12:46:53
Case54,2012-02-14 13:01:43
Case55,2012-02-14 13:21:50
Case56,2012-02-14 13:26:38
Case57,2012-02-14 13:49:59
Case58,2012-02-14 14:12:43
Case59,2012-02-14 14:38:37
Case60,2012-02-14 14:41:47
Case61,2012-02-14 14:45:50
Case62,2012-02-14 14:47:25
Case63,2012-02-14 14:48:54
Case64,2012-02-14 15:00:33
Case65,2012-02-14 15:25:46
Case66,2012-02-14 16:03:34
Case67,2012-02-14 16:09:27
Case68,2012-02-14 16:36:02
Case69,2012-02-14 16:45:28
Case70,2012-02-14 16:49:22
Case71,2012-02-14 17:02:01
Case72,2012-02-14 17:18:37
Case73,2012-02-14 18:26:18
Case74,2012-02-14 19:20:12
Case75,2012-02-14 19:28:03
Case76,2012-02-14 19:54:31
Case77,2012-02-14 20:24:56
Case78,2012-02-14 20:25:08
Case79,2012-02-14 20:42:01
Case80,2012-02-14 21:20:10
Case81,2012-02-14 21:43:17
Case82,2012-02-14 21:58:59
Case83,2012-02-14 22:02:03
Case84,2012-02-14 23:31:25
Case85,2012-02-15 07:00:02
Case86,2012-02-15 07:20:39
Case87,2012-02-15 09:12:28
Case88,2012-02-15 09:15:21
Case89,2012-02-15 09:38:07
Case90,2012-02-15 09:40:12
Case91,2012-02-15 10:09:13
Case92,2012-02-15 10:37:35
Case93,2012-02-15 10:57:22
Case94,2012-02-15 11:24:34
Case95,2012-02-15 11:30:23
Case96,2012-02-15 11:40:41
Case97,2012-02-15 11:43:04
Case98,2012-02-15 11:51:13
Case99,2012-02-15 12:14:46
Case100,2012-02-15 12:16:58
Case101,2012-02-15 12:41:16
Case102,2012-02-15 12:42:44
Case103,2012-02-15 12:50:39
Case104,2012-02-15 12:53:37
Case105,2012-02-15 12:59:43
Case106,2012-02-15 13:03:54
Case107,2012-02-15 13:08:25
Case108,2012-02-15 13:49:13
Case109,2012-02-15 13:53:15
Case110,2012-02-15 14:09:32
Case111,2012-02-15 14:26:43
Case112,2012-02-15 14:27:02
Case113,2012-02-15 14:37:29
Case114,2012-02-15 14:41:23
Case115,2012-02-15 15:20:52
Case116,2012-02-15 15:39:32
Case117,2012-02-15 15:48:09
Case118,2012-02-15 15:50:34
Case119,2012-02-15 15:58:04
Case120,2012-02-15 16:01:12
Case121,2012-02-15 16:03:21
Case122,2012-02-15 16:15:24
Case123,2012-02-15 16:40:02
Case124,2012-02-15 16:42:35
Case125,2012-02-15 16:42:41
Case126,2012-02-15 16:43:05
Case127,2012-02-15 16:55:37
Case128,2012-02-15 16:58:35
Case129,2012-02-15 17:34:40
Case130,2012-02-15 17:41:40
Case131,2012-02-15 17:51:16
Case132,2012-02-15 17:54:18
Case133,2012-02-15 18:22:05
Case134,2012-02-15 18:36:31
Case135,2012-02-15 18:48:52
Case136,2012-02-15 19:26:04
Case137,2012-02-15 20:53:27
Case138,2012-02-15 22:06:30
