caseid,timestamp
Case1,2012-02-13 20:46:31
Case2,2012-02-13 20:48:28
Case3,2012-02-13 20:50:52
Case4,2012-02-13 20:53:52
Case5,2012-02-13 21:21:05
Case6,2012-02-13 21:50:57
Case7,2012-02-13 21:51:18
Case8,2012-02-13 22:27:08
Case9,2012-02-13 23:08:17
Case10,2012-02-13 23:37:01
Case11,2012-02-13 23:50:56
Case12,2012-02-13 23:52:14
Case13,2012-02-14 00:08:36
Case14,2012-02-14 00:11:30
Case15,2012-02-14 00:21:55
Case16,2012-02-14 03:03:52
Case17,2012-02-14 03:20:24
Case18,2012-02-14 03:29:18
Case19,2012-02-14 04:29:12
Case20,2012-02-14 04:34:00
Case21,2012-02-14 04:38:39
Case22,2012-02-14 05:06:23
Case23,2012-02-14 05:09:15
Case24,2012-02-14 05:31:25
Case25,2012-02-14 05:36:10
Case26,2012-02-14 06:03:02
Case27,2012-02-14 06:04:49
Case28,2012-02-14 06:34:30
Case29,2012-02-14 07:15:59
Case30,2012-02-14 07:37:24
Case31,2012-02-14 08:02:28
Case32,2012-02-14 09:07:00
Case33,2012-02-14 09:20:23
Case34,2012-02-14 09:22:14
Case35,2012-02-14 09:30:10
Case36,2012-02-14 09:33:17
Case37,2012-02-14 09:49:21
Case38,2012-02-14 09:51:10
Case39,2012-02-14 09:52:49
Case40,2012-02-14 10:06:10
Case41,2012-02-14 10:17:54
Case42,2012-02-14 10:52:12
Case43,2012-02-14 11:08:31
Case44,2012-02-14 11:24:46
Case45,2012-02-14 11:25:31
Case46,2012-02-14 11:27:19
Case47,2012-02-14 11:33:33
Case48,2012-02-14 11:40:34
Case49,2012-02-14 11:42:47
Case50,2012-02-14 11:59:06
Case51,2012-02-14 11:59:39
Case52,2012-02-14 12:01:22
Case53,2012-02-14 12:08:30
Case54,2012-02-14 12:13:13
Case55,2012-02-14 12:17:29
Case56,2012-02-14 12:23:43
Case57,2012-02-14 12:30:53
Case58,2012-02-14 12:53:15
Case59,2012-02-14 12:53:53
Case60,2012-02-14 12:57:33
Case61,2012-02-14 13:09:49
Case62,2012-02-14 13:15:19
Case63,2012-02-14 13:20:58
Case64,2012-02-14 13:34:47
Case65,2012-02-14 13:38:14
Case66,2012-02-14 13:46:05
Case67,2012-02-14 13:49:55
Case68,2012-02-14 14:23:03
Case69,2012-02-14 14:26:33
Case70,2012-02-14 14:27:46
Case71,2012-02-14 14:50:00
Case72,2012-02-14 15:08:22
Case73,2012-02-14 15:18:14
Case74,2012-02-14 15:30:45
Case75,2012-02-14 15:38:50
Case76,2012-02-14 15:52:22
Case77,2012-02-14 15:56:48
Case78,2012-02-14 16:38:36
Case79,2012-02-14 17:18:29
Case80,2012-02-14 17:38:29
Case81,2012-02-14 17:51:13
Case82,2012-02-14 18:00:16
Case83,2012-02-14 18:10:37
Case84,2012-02-14 18:10:38
Case85,2012-02-14 19:03:56
Case86,2012-02-14 19:05:04
Case87,2012-02-14 19:45:28
Case88,2012-02-14 20:32:43
Case89,2012-02-14 20:40:15
Case90,2012-02-14 21:11:12
Case91,2012-02-14 21:16:21
Case92,2012-02-14 21:40:37
Case93,2012-02-14 21:45:47
Case94,2012-02-14 22:20:24
Case95,2012-02-14 23:19:33
Case96,2012-02-15 01:47:06
Case97,2012-02-15 02:13:56
Case98,2012-02-15 02:16:12
Case99,2012-02-15 03:31:15
Case100,2012-02-15 05:49:42
Case101,2012-02-15 06:13:25
Case102,2012-02-15 06:15:56
Case103,2012-02-15 09:51:52
Case104,2012-02-15 10:12:44
Case105,2012-02-15 10:32:21
Case106,2012-02-15 11:04:54
Case107,2012-02-15 11:10:29
Case108,2012-02-15 11:19:50
Case109,2012-02-15 11:29:05
Case110,2012-02-15 11:49:53
