caseid,timestamp
Case1,2012-02-13 20:53:02
Case2,2012-02-13 20:53:36
Case3,2012-02-13 20:54:08
Case4,2012-02-13 21:18:33
Case5,2012-02-13 21:19:42
Case6,2012-02-13 21:34:52
Case7,2012-02-13 21:39:58
Case8,2012-02-13 22:46:47
Case9,2012-02-13 22:47:56
Case10,2012-02-13 23:02:36
Case11,2012-02-13 23:32:45
Case12,2012-02-13 23:48:51
Case13,2012-02-13 23:53:22
Case14,2012-02-14 00:09:37
Case15,2012-02-14 00:18:15
Case16,2012-02-14 02:07:53
Case17,2012-02-14 02:11:15
Case18,2012-02-14 02:35:26
Case19,2012-02-14 03:34:39
Case20,2012-02-14 04:02:06
Case21,2012-02-14 05:33:22
Case22,2012-02-14 05:34:43
Case23,2012-02-14 07:16:24
Case24,2012-02-14 07:25:06
Case25,2012-02-14 07:32:44
Case26,2012-02-14 08:05:12
Case27,2012-02-14 08:25:49
Case28,2012-02-14 09:12:04
Case29,2012-02-14 10:26:53
Case30,2012-02-14 10:32:30
Case31,2012-02-14 10:50:26
Case32,2012-02-14 11:18:13
Case33,2012-02-14 11:24:40
Case34,2012-02-14 11:28:42
Case35,2012-02-14 11:28:57
Case36,2012-02-14 11:32:39
Case37,2012-02-14 11:35:54
Case38,2012-02-14 11:39:30
Case39,2012-02-14 11:51:45
Case40,2012-02-14 12:04:59
Case41,2012-02-14 12:08:03
Case42,2012-02-14 12:08:20
Case43,2012-02-14 12:10:14
Case44,2012-02-14 12:11:08
Case45,2012-02-14 12:52:34
Case46,2012-02-14 13:00:00
Case47,2012-02-14 13:11:04
Case48,2012-02-14 13:20:51
Case49,2012-02-14 13:21:08
Case50,2012-02-14 13:23:08
Case51,2012-02-14 13:24:40
Case52,2012-02-14 14:02:03
Case53,2012-02-14 14:05:36
Case54,2012-02-14 14:10:52
Case55,2012-02-14 14:29:25
Case56,2012-02-14 14:41:12
Case57,2012-02-14 14:44:28
Case58,2012-02-14 14:46:00
Case59,2012-02-14 15:20:13
Case60,2012-02-14 15:29:32
Case61,2012-02-14 16:07:06
Case62,2012-02-14 16:28:54
Case63,2012-02-14 16:34:30
Case64,2012-02-14 16:49:56
Case65,2012-02-14 16:51:39
Case66,2012-02-14 17:25:58
Case67,2012-02-14 17:32:13
Case68,2012-02-14 17:44:02
Case69,2012-02-14 18:06:54
Case70,2012-02-14 18:18:05
Case71,2012-02-14 18:40:30
Case72,2012-02-14 18:48:45
Case73,2012-02-14 19:23:07
Case74,2012-02-14 19:58:03
Case75,2012-02-14 19:59:06
Case76,2012-02-14 20:22:57
Case77,2012-02-14 20:56:35
Case78,2012-02-14 21:00:53
Case79,2012-02-14 21:01:30
Case80,2012-02-14 21:35:34
Case81,2012-02-14 21:45:09
Case82,2012-02-14 22:15:57
Case83,2012-02-14 22:31:21
Case84,2012-02-14 22:51:00
Case85,2012-02-14 22:51:01
Case86,2012-02-15 00:47:15
Case87,2012-02-15 00:58:55
Case88,2012-02-15 02:10:15
Case89,2012-02-15 02:55:27
Case90,2012-02-15 02:58:14
Case91,2012-02-15 03:33:18
Case92,2012-02-15 04:21:27
Case93,2012-02-15 05:08:28
Case94,2012-02-15 06:17:08
Case95,2012-02-15 09:03:19
Case96,2012-02-15 09:09:29
Case97,2012-02-15 09:28:43
Case98,2012-02-15 09:34:51
Case99,2012-02-15 09:36:02
Case100,2012-02-15 09:36:26
Case101,2012-02-15 09:39:43
Case102,2012-02-15 09:53:07
Case103,2012-02-15 09:57:29
Case104,2012-02-15 10:04:53
Case105,2012-02-15 10:06:13
Case106,2012-02-15 10:55:19
Case107,2012-02-15 11:08:21
Case108,2012-02-15 11:12:14
Case109,2012-02-15 11:22:37
Case110,2012-02-15 11:33:15
Case111,2012-02-15 11:41:09
Case112,2012-02-15 11:46:45
Case113,2012-02-15 11:49:00
Case114,2012-02-15 12:03:50
Case115,2012-02-15 12:26:44
Case116,2012-02-15 12:32:58
Case117,2012-02-15 12:34:04
Case118,2012-02-15 12:55:25
Case119,2012-02-15 13:04:36
Case120,2012-02-15 13:25:38
Case121,2012-02-15 13:26:41
Case122,2012-02-15 13:30:29
Case123,2012-02-15 13:32:32
Case124,2012-02-15 13:36:33
Case125,2012-02-15 13:42:02
Case126,2012-02-15 13:42:15
Case127,2012-02-15 14:29:51
Case128,2012-02-15 14:58:42
Case129,2012-02-15 15:25:09
Case130,2012-02-15 15:25:21
Case131,2012-02-15 15:41:48
