caseid,timestamp
Case1,2012-02-13 20:40:12
Case2,2012-02-13 20:49:18
Case3,2012-02-13 21:16:21
Case4,2012-02-13 21:26:52
Case5,2012-02-13 21:34:48
Case6,2012-02-13 21:41:23
Case7,2012-02-13 21:41:30
Case8,2012-02-13 21:45:05
Case9,2012-02-13 21:55:16
Case10,2012-02-13 22:08:37
Case11,2012-02-13 22:33:02
Case12,2012-02-13 22:50:43
Case13,2012-02-13 22:51:49
Case14,2012-02-13 22:53:33
Case15,2012-02-13 23:11:30
Case16,2012-02-14 01:22:43
Case17,2012-02-14 01:37:25
Case18,2012-02-14 02:23:30
Case19,2012-02-14 05:23:59
Case20,2012-02-14 05:32:31
Case21,2012-02-14 05:44:25
Case22,2012-02-14 05:49:05
Case23,2012-02-14 06:27:10
Case24,2012-02-14 08:39:24
Case25,2012-02-14 08:55:11
Case26,2012-02-14 08:57:56
Case27,2012-02-14 09:23:31
Case28,2012-02-14 09:38:09
Case29,2012-02-14 09:45:40
Case30,2012-02-14 09:52:22
Case31,2012-02-14 09:59:21
Case32,2012-02-14 10:11:33
Case33,2012-02-14 10:23:00
Case34,2012-02-14 10:24:48
Case35,2012-02-14 10:33:38
Case36,2012-02-14 10:37:30
Case37,2012-02-14 10:39:39
Case38,2012-02-14 10:57:42
Case39,2012-02-14 11:01:57
Case40,2012-02-14 11:06:20
Case41,2012-02-14 11:11:27
Case42,2012-02-14 12:10:53
Case43,2012-02-14 12:11:12
Case44,2012-02-14 12:12:31
Case45,2012-02-14 12:16:15
Case46,2012-02-14 12:21:12
Case47,2012-02-14 12:26:24
Case48,2012-02-14 12:28:17
Case49,2012-02-14 12:41:01
Case50,2012-02-14 13:01:20
Case51,2012-02-14 13:47:58
Case52,2012-02-14 14:01:44
Case53,2012-02-14 14:50:59
Case54,2012-02-14 15:05:40
Case55,2012-02-14 15:46:33
Case56,2012-02-14 15:56:25
Case57,2012-02-14 15:57:04
Case58,2012-02-14 16:32:06
Case59,2012-02-14 16:45:30
Case60,2012-02-14 16:53:03
