caseid,task,enabled:time,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,W_Completeren aanvraag,2012-02-13 20:42:08,2012-02-13 20:42:08,2012-02-13 20:44:55,11169.0,290,2.0151291657420343,167
1,W_Nabellen offertes,2012-02-13 20:44:55,2012-02-13 20:44:55,2012-02-13 20:47:21,11049.0,290,1.4965995274583261,146
1,W_Valideren aanvraag,2012-02-13 20:47:21,2012-02-13 20:47:21,2012-02-13 20:50:02,11181.0,290,2.288837834662629,161
2,W_Afhandelen leads,2012-02-13 21:41:51,2012-02-13 21:41:51,2012-02-13 21:44:41,11002.0,290,1.517955278238281,170
3,W_Completeren aanvraag,2012-02-13 23:39:54,2012-02-13 23:39:54,2012-02-13 23:42:40,10809.0,290,2.0151291657420343,166
3,W_Completeren aanvraag,2012-02-13 23:42:40,2012-02-13 23:42:40,2012-02-13 23:45:10,11049.0,290,2.0151291657420343,150
3,W_Completeren aanvraag,2012-02-13 23:45:10,2012-02-13 23:45:10,2012-02-13 23:47:32,10972.0,290,2.0151291657420343,142
3,W_Completeren aanvraag,2012-02-13 23:47:32,2012-02-13 23:47:32,2012-02-13 23:49:50,11009.0,290,2.0151291657420343,138
3,W_Nabellen offertes,2012-02-13 23:49:50,2012-02-13 23:49:50,2012-02-13 23:51:55,10138.0,290,1.4965995274583261,125
3,W_Valideren aanvraag,2012-02-13 23:51:55,2012-02-13 23:51:55,2012-02-13 23:54:02,10124.0,290,2.288837834662629,127
4,W_Beoordelen fraude,2012-02-14 00:25:37,2012-02-14 00:25:37,2012-02-14 00:28:27,11339.0,290,1.001501168300547,170
5,W_Beoordelen fraude,2012-02-14 00:26:52,2012-02-14 00:26:52,2012-02-14 00:29:41,10188.0,291,2.001501168300547,169
4,W_Afhandelen leads,2012-02-14 00:28:27,2012-02-14 00:28:27,2012-02-14 00:31:06,11121.0,291,1.517955278238281,159
5,W_Afhandelen leads,2012-02-14 00:29:41,2012-02-14 00:29:41,2012-02-14 00:32:20,11001.0,291,2.517955278238281,159
4,W_Completeren aanvraag,2012-02-14 00:31:06,2012-02-14 00:31:06,2012-02-14 00:33:39,10228.0,291,2.0151291657420343,153
5,W_Completeren aanvraag,2012-02-14 00:32:20,2012-02-14 00:32:20,2012-02-14 00:34:53,10929.0,291,3.0151291657420343,153
6,W_Afhandelen leads,2012-02-14 00:33:00,2012-02-14 00:33:00,2012-02-14 00:35:51,11269.0,292,1.517955278238281,171
4,W_Completeren aanvraag,2012-02-14 00:33:39,2012-02-14 00:33:39,2012-02-14 00:36:06,10910.0,292,3.0151291657420343,147
5,W_Completeren aanvraag,2012-02-14 00:34:53,2012-02-14 00:34:53,2012-02-14 00:37:19,10899.0,292,3.0151291657420343,146
4,W_Nabellen offertes,2012-02-14 00:36:06,2012-02-14 00:36:06,2012-02-14 00:38:21,10779.0,292,1.4965995274583261,135
6,W_Completeren aanvraag,2012-02-14 00:35:51,2012-02-14 00:35:51,2012-02-14 00:38:27,10931.0,292,4.015129165742034,156
5,W_Nabellen offertes,2012-02-14 00:37:19,2012-02-14 00:37:19,2012-02-14 00:39:36,11189.0,292,2.496599527458326,137
6,W_Completeren aanvraag,2012-02-14 00:38:27,2012-02-14 00:38:27,2012-02-14 00:40:54,10914.0,293,3.0151291657420343,147
7,W_Completeren aanvraag,2012-02-14 00:38:16,2012-02-14 00:38:16,2012-02-14 00:41:04,10889.0,293,3.0151291657420343,168
4,W_Valideren aanvraag,2012-02-14 00:38:21,2012-02-14 00:38:21,2012-02-14 00:42:54,11302.0,293,2.288837834662629,273
6,W_Nabellen offertes,2012-02-14 00:40:54,2012-02-14 00:40:54,2012-02-14 00:43:09,11179.0,293,1.4965995274583261,135
7,W_Completeren aanvraag,2012-02-14 00:41:04,2012-02-14 00:41:04,2012-02-14 00:43:40,11009.0,293,2.0151291657420343,156
5,W_Valideren aanvraag,2012-02-14 00:39:36,2012-02-14 00:39:36,2012-02-14 00:43:55,10861.0,293,3.288837834662629,259
7,W_Nabellen offertes,2012-02-14 00:43:40,2012-02-14 00:43:40,2012-02-14 00:46:04,10228.0,292,1.4965995274583261,144
5,W_Nabellen incomplete dossiers,2012-02-14 00:43:55,2012-02-14 00:43:55,2012-02-14 00:46:15,10914.0,292,1.560940906183508,140
6,W_Valideren aanvraag,2012-02-14 00:43:09,2012-02-14 00:43:09,2012-02-14 00:47:12,10931.0,292,3.288837834662629,243
7,W_Valideren aanvraag,2012-02-14 00:46:04,2012-02-14 00:46:04,2012-02-14 00:50:24,10809.0,292,3.288837834662629,260
5,W_Valideren aanvraag,2012-02-14 00:46:15,2012-02-14 00:46:15,2012-02-14 00:51:48,10935.0,292,4.288837834662629,333
7,W_Nabellen incomplete dossiers,2012-02-14 00:50:24,2012-02-14 00:50:24,2012-02-14 00:52:37,11203.0,291,1.560940906183508,133
7,W_Valideren aanvraag,2012-02-14 00:52:37,2012-02-14 00:52:37,2012-02-14 00:57:56,11121.0,290,2.288837834662629,319
7,W_Nabellen incomplete dossiers,2012-02-14 00:57:56,2012-02-14 00:57:56,2012-02-14 01:00:18,11300.0,290,1.560940906183508,142
7,W_Valideren aanvraag,2012-02-14 01:00:18,2012-02-14 01:00:18,2012-02-14 01:06:20,11259.0,290,2.288837834662629,362
7,W_Nabellen incomplete dossiers,2012-02-14 01:06:20,2012-02-14 01:06:20,2012-02-14 01:08:54,10809.0,290,1.560940906183508,154
7,W_Valideren aanvraag,2012-02-14 01:08:54,2012-02-14 01:08:54,2012-02-14 01:15:17,10912.0,290,2.288837834662629,383
7,W_Nabellen incomplete dossiers,2012-02-14 01:15:17,2012-02-14 01:15:17,2012-02-14 01:18:01,10929.0,290,1.560940906183508,164
7,W_Valideren aanvraag,2012-02-14 01:18:01,2012-02-14 01:18:01,2012-02-14 01:24:34,10861.0,290,2.288837834662629,393
8,W_Completeren aanvraag,2012-02-14 01:46:25,2012-02-14 01:46:25,2012-02-14 01:49:13,11300.0,290,2.0151291657420343,168
9,W_Afhandelen leads,2012-02-14 01:46:53,2012-02-14 01:46:53,2012-02-14 01:49:44,10881.0,291,1.517955278238281,171
8,W_Nabellen offertes,2012-02-14 01:49:13,2012-02-14 01:49:13,2012-02-14 01:51:46,11169.0,291,1.4965995274583261,153
9,W_Completeren aanvraag,2012-02-14 01:49:44,2012-02-14 01:49:44,2012-02-14 01:52:21,11019.0,291,2.0151291657420343,157
9,W_Completeren aanvraag,2012-02-14 01:52:21,2012-02-14 01:52:21,2012-02-14 01:54:49,NOT_SET,291,2.0151291657420343,148
8,W_Valideren aanvraag,2012-02-14 01:51:46,2012-02-14 01:51:46,2012-02-14 01:56:02,11289.0,291,2.288837834662629,256
9,W_Nabellen offertes,2012-02-14 01:54:49,2012-02-14 01:54:49,2012-02-14 01:57:04,10889.0,291,1.4965995274583261,135
8,W_Nabellen incomplete dossiers,2012-02-14 01:56:02,2012-02-14 01:56:02,2012-02-14 01:58:17,10939.0,291,1.560940906183508,135
9,W_Valideren aanvraag,2012-02-14 01:57:04,2012-02-14 01:57:04,2012-02-14 02:01:31,11289.0,291,2.288837834662629,267
8,W_Valideren aanvraag,2012-02-14 01:58:17,2012-02-14 01:58:17,2012-02-14 02:03:21,10932.0,291,3.288837834662629,304
9,W_Nabellen incomplete dossiers,2012-02-14 02:01:31,2012-02-14 02:01:31,2012-02-14 02:03:40,10935.0,291,1.560940906183508,129
10,W_Beoordelen fraude,2012-02-14 02:01:36,2012-02-14 02:01:36,2012-02-14 02:04:26,11304.0,292,1.001501168300547,170
8,W_Nabellen incomplete dossiers,2012-02-14 02:03:21,2012-02-14 02:03:21,2012-02-14 02:05:40,11319.0,292,2.5609409061835082,139
10,W_Afhandelen leads,2012-02-14 02:04:26,2012-02-14 02:04:26,2012-02-14 02:07:04,11019.0,292,1.517955278238281,158
9,W_Valideren aanvraag,2012-02-14 02:03:40,2012-02-14 02:03:40,2012-02-14 02:08:47,10982.0,292,2.288837834662629,307
8,W_Valideren aanvraag,2012-02-14 02:05:40,2012-02-14 02:05:40,2012-02-14 02:11:24,11049.0,292,3.288837834662629,344
11,W_Completeren aanvraag,2012-02-14 03:11:30,2012-02-14 03:11:30,2012-02-14 03:14:18,11179.0,290,2.0151291657420343,168
11,W_Completeren aanvraag,2012-02-14 03:14:18,2012-02-14 03:14:18,2012-02-14 03:16:53,10931.0,290,2.0151291657420343,155
11,W_Completeren aanvraag,2012-02-14 03:16:53,2012-02-14 03:16:53,2012-02-14 03:19:20,10932.0,290,2.0151291657420343,147
11,W_Nabellen offertes,2012-02-14 03:19:20,2012-02-14 03:19:20,2012-02-14 03:21:34,10939.0,290,1.4965995274583261,134
11,W_Valideren aanvraag,2012-02-14 03:21:34,2012-02-14 03:21:34,2012-02-14 03:26:00,11339.0,290,2.288837834662629,266
11,W_Nabellen incomplete dossiers,2012-02-14 03:26:00,2012-02-14 03:26:00,2012-02-14 03:28:06,11019.0,290,1.560940906183508,126
11,W_Valideren aanvraag,2012-02-14 03:28:06,2012-02-14 03:28:06,2012-02-14 03:33:40,11122.0,290,2.288837834662629,334
12,W_Afhandelen leads,2012-02-14 03:39:44,2012-02-14 03:39:44,2012-02-14 03:42:34,10972.0,290,1.517955278238281,170
12,W_Completeren aanvraag,2012-02-14 03:42:34,2012-02-14 03:42:34,2012-02-14 03:45:10,10779.0,290,2.0151291657420343,156
12,W_Completeren aanvraag,2012-02-14 03:45:10,2012-02-14 03:45:10,2012-02-14 03:47:37,10932.0,290,2.0151291657420343,147
12,W_Nabellen offertes,2012-02-14 03:47:37,2012-02-14 03:47:37,2012-02-14 03:49:50,11169.0,290,1.4965995274583261,133
12,W_Valideren aanvraag,2012-02-14 03:49:50,2012-02-14 03:49:50,2012-02-14 03:54:11,11189.0,290,2.288837834662629,261
13,W_Beoordelen fraude,2012-02-14 05:46:24,2012-02-14 05:46:24,2012-02-14 05:49:14,10809.0,290,1.001501168300547,170
13,W_Afhandelen leads,2012-02-14 05:49:14,2012-02-14 05:49:14,2012-02-14 05:51:49,11122.0,290,1.517955278238281,155
13,W_Completeren aanvraag,2012-02-14 05:51:49,2012-02-14 05:51:49,2012-02-14 05:54:17,11259.0,290,2.0151291657420343,148
13,W_Completeren aanvraag,2012-02-14 05:54:17,2012-02-14 05:54:17,2012-02-14 05:56:37,10929.0,290,2.0151291657420343,140
13,W_Nabellen offertes,2012-02-14 05:56:37,2012-02-14 05:56:37,2012-02-14 05:58:45,10863.0,290,1.4965995274583261,128
13,W_Valideren aanvraag,2012-02-14 05:58:45,2012-02-14 05:58:45,2012-02-14 06:03:13,11003.0,290,2.288837834662629,268
