caseid,task,enabled:time,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,W_Beoordelen fraude,2012-02-13 20:42:08,2012-02-13 20:42:08,2012-02-13 20:44:59,11339.0,290,1.001501168300547,171
1,W_Afhandelen leads,2012-02-13 20:44:59,2012-02-13 20:44:59,2012-02-13 20:47:29,10935.0,290,1.517955278238281,150
1,W_Completeren aanvraag,2012-02-13 20:47:29,2012-02-13 20:47:29,2012-02-13 20:49:52,10972.0,290,2.0151291657420343,143
1,W_Nabellen offertes,2012-02-13 20:49:52,2012-02-13 20:49:52,2012-02-13 20:51:59,11259.0,290,1.4965995274583261,127
1,W_Valideren aanvraag,2012-02-13 20:51:59,2012-02-13 20:51:59,2012-02-13 20:54:30,11169.0,290,2.288837834662629,151
2,W_Completeren aanvraag,2012-02-13 21:41:51,2012-02-13 21:41:51,2012-02-13 21:44:38,10913.0,290,2.0151291657420343,167
2,W_Completeren aanvraag,2012-02-13 21:44:38,2012-02-13 21:44:38,2012-02-13 21:47:10,10609.0,290,2.0151291657420343,152
2,W_Nabellen offertes,2012-02-13 21:47:10,2012-02-13 21:47:10,2012-02-13 21:49:24,11319.0,290,1.4965995274583261,134
2,W_Valideren aanvraag,2012-02-13 21:49:24,2012-02-13 21:49:24,2012-02-13 21:51:44,10125.0,290,2.288837834662629,140
3,W_Beoordelen fraude,2012-02-13 23:39:54,2012-02-13 23:39:54,2012-02-13 23:42:46,10809.0,290,1.001501168300547,172
3,W_Afhandelen leads,2012-02-13 23:42:46,2012-02-13 23:42:46,2012-02-13 23:45:13,11203.0,290,1.517955278238281,147
4,W_Beoordelen fraude,2012-02-14 00:25:37,2012-02-14 00:25:37,2012-02-14 00:28:27,10809.0,290,1.001501168300547,170
5,W_Afhandelen leads,2012-02-14 00:26:52,2012-02-14 00:26:52,2012-02-14 00:29:43,11299.0,291,1.517955278238281,171
4,W_Afhandelen leads,2012-02-14 00:28:27,2012-02-14 00:28:27,2012-02-14 00:31:06,10929.0,291,2.517955278238281,159
5,W_Completeren aanvraag,2012-02-14 00:29:43,2012-02-14 00:29:43,2012-02-14 00:32:21,10972.0,291,2.0151291657420343,158
4,W_Completeren aanvraag,2012-02-14 00:31:06,2012-02-14 00:31:06,2012-02-14 00:33:39,11003.0,291,3.0151291657420343,153
5,W_Completeren aanvraag,2012-02-14 00:32:21,2012-02-14 00:32:21,2012-02-14 00:34:50,10909.0,291,3.0151291657420343,149
6,W_Beoordelen fraude,2012-02-14 00:33:00,2012-02-14 00:33:00,2012-02-14 00:35:49,11304.0,292,1.001501168300547,169
4,W_Nabellen offertes,2012-02-14 00:33:39,2012-02-14 00:33:39,2012-02-14 00:36:01,10863.0,292,1.4965995274583261,142
5,W_Nabellen offertes,2012-02-14 00:34:50,2012-02-14 00:34:50,2012-02-14 00:37:07,11203.0,292,2.496599527458326,137
6,W_Afhandelen leads,2012-02-14 00:35:49,2012-02-14 00:35:49,2012-02-14 00:38:27,10972.0,292,1.517955278238281,158
4,W_Valideren aanvraag,2012-02-14 00:36:01,2012-02-14 00:36:01,2012-02-14 00:40:14,10881.0,292,2.288837834662629,253
7,W_Beoordelen fraude,2012-02-14 00:38:16,2012-02-14 00:38:16,2012-02-14 00:41:06,10188.0,293,1.001501168300547,170
5,W_Valideren aanvraag,2012-02-14 00:37:07,2012-02-14 00:37:07,2012-02-14 00:41:21,11181.0,292,3.288837834662629,254
4,W_Nabellen incomplete dossiers,2012-02-14 00:40:14,2012-02-14 00:40:14,2012-02-14 00:42:34,11002.0,292,1.560940906183508,140
5,W_Nabellen incomplete dossiers,2012-02-14 00:41:21,2012-02-14 00:41:21,2012-02-14 00:43:35,11201.0,292,2.5609409061835082,134
7,W_Afhandelen leads,2012-02-14 00:41:06,2012-02-14 00:41:06,2012-02-14 00:43:46,10881.0,292,1.517955278238281,160
4,W_Valideren aanvraag,2012-02-14 00:42:34,2012-02-14 00:42:34,2012-02-14 00:48:04,10789.0,292,2.288837834662629,330
5,W_Valideren aanvraag,2012-02-14 00:43:35,2012-02-14 00:43:35,2012-02-14 00:48:41,10863.0,292,3.288837834662629,306
4,W_Nabellen incomplete dossiers,2012-02-14 00:48:04,2012-02-14 00:48:04,2012-02-14 00:50:34,11179.0,291,1.560940906183508,150
4,W_Valideren aanvraag,2012-02-14 00:50:34,2012-02-14 00:50:34,2012-02-14 00:56:45,10125.0,290,2.288837834662629,371
4,W_Nabellen incomplete dossiers,2012-02-14 00:56:45,2012-02-14 00:56:45,2012-02-14 00:59:24,10982.0,290,1.560940906183508,159
4,W_Valideren aanvraag,2012-02-14 00:59:24,2012-02-14 00:59:24,2012-02-14 01:06:05,10932.0,290,2.288837834662629,401
8,W_Beoordelen fraude,2012-02-14 01:46:25,2012-02-14 01:46:25,2012-02-14 01:49:15,11304.0,290,1.001501168300547,170
9,W_Beoordelen fraude,2012-02-14 01:46:53,2012-02-14 01:46:53,2012-02-14 01:49:42,11339.0,291,2.001501168300547,169
8,W_Afhandelen leads,2012-02-14 01:49:15,2012-02-14 01:49:15,2012-02-14 01:51:53,11119.0,291,1.517955278238281,158
9,W_Afhandelen leads,2012-02-14 01:49:42,2012-02-14 01:49:42,2012-02-14 01:52:19,10609.0,291,2.517955278238281,157
9,W_Completeren aanvraag,2012-02-14 01:52:19,2012-02-14 01:52:19,2012-02-14 01:54:50,11259.0,290,2.0151291657420343,151
9,W_Completeren aanvraag,2012-02-14 01:54:50,2012-02-14 01:54:50,2012-02-14 01:57:14,11299.0,290,2.0151291657420343,144
9,W_Completeren aanvraag,2012-02-14 01:57:14,2012-02-14 01:57:14,2012-02-14 01:59:33,11003.0,290,2.0151291657420343,139
9,W_Nabellen offertes,2012-02-14 01:59:33,2012-02-14 01:59:33,2012-02-14 02:01:43,10912.0,290,1.4965995274583261,130
10,W_Beoordelen fraude,2012-02-14 02:01:36,2012-02-14 02:01:36,2012-02-14 02:04:26,10779.0,291,1.001501168300547,170
9,W_Valideren aanvraag,2012-02-14 02:01:43,2012-02-14 02:01:43,2012-02-14 02:06:43,10982.0,291,2.288837834662629,300
10,W_Afhandelen leads,2012-02-14 02:04:26,2012-02-14 02:04:26,2012-02-14 02:07:04,11180.0,291,1.517955278238281,158
9,W_Nabellen incomplete dossiers,2012-02-14 02:06:43,2012-02-14 02:06:43,2012-02-14 02:08:58,11203.0,291,1.560940906183508,135
9,W_Valideren aanvraag,2012-02-14 02:08:58,2012-02-14 02:08:58,2012-02-14 02:15:06,10861.0,290,2.288837834662629,368
11,W_Beoordelen fraude,2012-02-14 03:11:30,2012-02-14 03:11:30,2012-02-14 03:14:20,10779.0,290,1.001501168300547,170
11,W_Afhandelen leads,2012-02-14 03:14:20,2012-02-14 03:14:20,2012-02-14 03:16:57,10910.0,290,1.517955278238281,157
12,W_Beoordelen fraude,2012-02-14 03:39:44,2012-02-14 03:39:44,2012-02-14 03:42:34,10809.0,290,1.001501168300547,170
12,W_Afhandelen leads,2012-02-14 03:42:34,2012-02-14 03:42:34,2012-02-14 03:45:11,11302.0,290,1.517955278238281,157
12,W_Completeren aanvraag,2012-02-14 03:45:11,2012-02-14 03:45:11,2012-02-14 03:47:41,11309.0,290,2.0151291657420343,150
12,W_Nabellen offertes,2012-02-14 03:47:41,2012-02-14 03:47:41,2012-02-14 03:49:59,10228.0,290,1.4965995274583261,138
12,W_Valideren aanvraag,2012-02-14 03:49:59,2012-02-14 03:49:59,2012-02-14 03:54:23,10789.0,290,2.288837834662629,264
12,W_Nabellen incomplete dossiers,2012-02-14 03:54:23,2012-02-14 03:54:23,2012-02-14 03:56:33,11180.0,290,1.560940906183508,130
12,W_Valideren aanvraag,2012-02-14 03:56:33,2012-02-14 03:56:33,2012-02-14 04:02:07,10863.0,290,2.288837834662629,334
13,W_Beoordelen fraude,2012-02-14 05:46:24,2012-02-14 05:46:24,2012-02-14 05:49:14,11304.0,290,1.001501168300547,170
13,W_Afhandelen leads,2012-02-14 05:49:14,2012-02-14 05:49:14,2012-02-14 05:51:49,11003.0,290,1.517955278238281,155
13,W_Completeren aanvraag,2012-02-14 05:51:49,2012-02-14 05:51:49,2012-02-14 05:54:17,10809.0,290,2.0151291657420343,148
13,W_Completeren aanvraag,2012-02-14 05:54:17,2012-02-14 05:54:17,2012-02-14 05:56:37,11019.0,290,2.0151291657420343,140
13,W_Nabellen offertes,2012-02-14 05:56:37,2012-02-14 05:56:37,2012-02-14 05:58:45,10228.0,290,1.4965995274583261,128
13,W_Valideren aanvraag,2012-02-14 05:58:45,2012-02-14 05:58:45,2012-02-14 06:03:13,11119.0,290,2.288837834662629,268
13,W_Nabellen incomplete dossiers,2012-02-14 06:03:13,2012-02-14 06:03:13,2012-02-14 06:05:17,10929.0,290,1.560940906183508,124
13,W_Valideren aanvraag,2012-02-14 06:05:17,2012-02-14 06:05:17,2012-02-14 06:11:07,11179.0,290,2.288837834662629,350
14,W_Afhandelen leads,2012-02-14 08:38:22,2012-02-14 08:38:22,2012-02-14 08:41:11,11122.0,290,1.517955278238281,169
15,W_Beoordelen fraude,2012-02-14 08:59:47,2012-02-14 08:59:47,2012-02-14 09:02:37,10779.0,290,1.001501168300547,170
16,W_Completeren aanvraag,2012-02-14 09:00:52,2012-02-14 09:00:52,2012-02-14 09:03:39,10982.0,291,2.0151291657420343,167
15,W_Afhandelen leads,2012-02-14 09:02:37,2012-02-14 09:02:37,2012-02-14 09:05:10,10909.0,291,1.517955278238281,153
